method,seed,checkpoint,radius,cell,delta_norm,raw_direction_norm,common_alpha,functional_response_norm,source_response_norm,counterfactual_response_norm,clean_response_norm,projected_condition_number,min_eigenvalue,negative_eigenvalue_count,pd_gate,linear_solve_residual,radius_error_half,radius_error_quarter,linearity_gate,resolution_gate,derived_valid,required_cells
FISHR,10,300,0.001,01,6.392417626658068e-05,0.9465113434816518,6.753661929865683e-05,5.4137964687804364e-05,3.060895879272071e-05,4.091487898262091e-05,1.78880837431224e-05,16.588295852720837,0.0018256700474954671,0.0,True,1.0842021724855044e-18,0.0010008774132380163,0.0010009032674221678,True,True,,
FISHR,10,300,0.0005,01,3.196208813329034e-05,0.9465113434816518,3.3768309649328415e-05,2.7069681168549206e-05,1.5304485015607806e-05,2.0458358451870182e-05,8.944045305606173e-06,16.588295852720837,0.0018256700474954671,0.0,True,1.0842021724855044e-18,0.0010008774132380163,0.0010009032674221678,True,True,,
FISHR,10,300,0.00025,01,1.598104406664517e-05,0.9465113434816518,1.6884154824664207e-05,1.3534843080784814e-05,7.652243912735235e-06,1.0229181102856368e-05,4.472023511391826e-06,16.588295852720837,0.0018256700474954671,0.0,True,1.0842021724855044e-18,0.0010008774132380163,0.0010009032674221678,True,True,,
FISHR,10,300,0.001,10,0.0009999999999999979,14.806782015218344,6.753661929865683e-05,0.0010458223577024534,0.00066433960600647,0.0007704173890721275,0.0002425991310305364,1.5793047680295753,0.001688793386469157,0.0,True,5.057544569639795e-18,0.006763058172747239,0.009119340214493411,True,True,,
FISHR,10,300,0.0005,10,0.0004999999999999989,14.806782015218344,3.3768309649328415e-05,0.0005229643307036373,0.00033216634129402397,0.00038531931400299295,0.00012118679447822713,1.5793047680295753,0.001688793386469157,0.0,True,5.057544569639795e-18,0.006763058172747239,0.009119340214493411,True,True,,
FISHR,10,300,0.00025,10,0.00024999999999999946,14.806782015218344,1.6884154824664207e-05,0.00026149087958736856,0.00016608212964281633,0.00019267881819731657,6.05729257900583e-05,1.5793047680295753,0.001688793386469157,0.0,True,5.057544569639795e-18,0.006763058172747239,0.009119340214493411,True,True,,
FISHR,10,300,0.001,11,0.000125829022511727,1.8631229075191449,6.753661929865683e-05,0.00012071581787244238,6.896653499505107e-05,9.193945160577192e-05,3.691968274266456e-05,16.588295852720837,0.0018256700474954671,0.0,True,4.2491873609703695e-18,0.0008194023092676433,0.001190452294653706,True,True,,
FISHR,10,300,0.0005,11,6.29145112558635e-05,1.8631229075191449,3.3768309649328415e-05,6.035923345275136e-05,3.4483254626097505e-05,4.5971477071171715e-05,1.8459835028791532e-05,16.588295852720837,0.0018256700474954671,0.0,True,4.2491873609703695e-18,0.0008194023092676433,0.001190452294653706,True,True,,
FISHR,10,300,0.00025,11,3.145725562793175e-05,1.8631229075191449,1.6884154824664207e-05,3.017992278582173e-05,1.7241624095358038e-05,2.2986143431598904e-05,9.2299159288963e-06,16.588295852720837,0.0018256700474954671,0.0,True,4.2491873609703695e-18,0.0008194023092676433,0.001190452294653706,True,True,,
FISHR,10,300,0.001,delta_C,,,,0.0007787553995512954,0.0004958379084765508,0.0005726285818240654,0.00018083486424375184,,,,True,,,,True,True,True,"10,00"
FISHR,10,300,0.001,delta_K,,,,0.00024103540207009462,0.0001540936162341254,0.00017712184081806567,5.459923069240122e-05,,,,True,,,,True,True,True,"01,00"
FISHR,10,300,0.001,delta_interaction,,,,0.0007226508186542582,0.0004629217482839437,0.0005299033567982062,0.00016471215231852164,,,,True,,,,True,True,True,"11,10,01,00"
FISHR,10,300,0.0005,delta_C,,,,0.0003894268752864825,0.0002479160033716259,0.0002864217885129418,9.029676368885628e-05,,,,True,,,,True,True,True,"10,00"
FISHR,10,300,0.0005,delta_K,,,,0.00012051656204895627,7.704660495722985e-05,8.855946991208661e-05,2.7299865962211475e-05,,,,True,,,,True,True,True,"01,00"
FISHR,10,300,0.0005,delta_interaction,,,,0.0003613812809247084,0.0002314574144712593,0.0002650675455217826,8.223801918893995e-05,,,,True,,,,True,True,True,"11,10,01,00"
FISHR,10,300,0.00025,delta_C,,,,0.0001947219762684545,0.00012395702274311276,0.00014322984702523796,4.512776834370272e-05,,,,True,,,,True,True,True,"10,00"
FISHR,10,300,0.00025,delta_K,,,,6.025826929152423e-05,3.852325168870571e-05,4.427967311075109e-05,1.3650225146257025e-05,,,,True,,,,True,True,True,"01,00"
FISHR,10,300,0.00025,delta_interaction,,,,0.0001807009616466088,0.00011572775850615438,0.00013255512314534537,4.109820895212746e-05,,,,True,,,,True,True,True,"11,10,01,00"
FISHR,11,300,0.001,00,0.00044006554836056145,2.914199883199531,0.00015100733168563944,0.0004419157070546564,0.0002351010186293765,0.0003436205666159837,0.00014812801686229593,2.2636972278863876,0.0012852220583527332,0.0,True,4.370558682921689e-19,0.0009022068554881968,0.001627585423952342,True,True,,
FISHR,11,300,0.0005,00,0.00022003277418028072,2.914199883199531,7.550366584281972e-05,0.00022095988074909815,0.00011755141570165337,0.00017181229328939166,7.406395507824883e-05,2.2636972278863876,0.0012852220583527332,0.0,True,4.370558682921689e-19,0.0009022068554881968,0.001627585423952342,True,True,,
FISHR,11,300,0.00025,00,0.00011001638709014036,2.914199883199531,3.775183292140986e-05,0.00011048017022461867,5.877633318550128e-05,8.590602014710722e-05,3.703196420138248e-05,2.2636972278863876,0.0012852220583527332,0.0,True,4.370558682921689e-19,0.0009022068554881968,0.001627585423952342,True,True,,
FISHR,11,300,0.001,01,0.00021257615752119289,1.4077207718875866,0.00015100733168563944,0.0001629333863720862,9.012836380870185e-05,0.00012419058453300155,5.478015284017753e-05,8.608082611541125,0.0012563954514666002,0.0,True,9.970092328630146e-19,0.001835888619483542,0.002709039978583118,True,True,,
FISHR,11,300,0.0005,01,0.00010628807876059644,1.4077207718875866,7.550366584281972e-05,8.146641911009631e-05,4.506426415025349e-05,6.209485093135567e-05,2.739012645152933e-05,8.608082611541125,0.0012563954514666002,0.0,True,9.970092328630146e-19,0.001835888619483542,0.002709039978583118,True,True,,
FISHR,11,300,0.00025,01,5.314403938029822e-05,1.4077207718875866,3.775183292140986e-05,4.073319429600055e-05,2.253215263683236e-05,3.104738500671583e-05,1.3695075733670818e-05,8.608082611541125,0.0012563954514666002,0.0,True,9.970092328630146e-19,0.001835888619483542,0.002709039978583118,True,True,,
FISHR,11,300,0.001,10,0.0010000000000000009,6.622195020846783,0.00015100733168563944,0.0011570014961785138,0.0005905036773313525,0.0008912932158349252,0.0004422151881427253,2.2636972278863876,0.0012852220583527332,0.0,True,1.990330616322602e-18,0.0010088831406928251,0.0024105248737093803,True,True,,
FISHR,11,300,0.0005,10,0.0005000000000000004,6.622195020846783,7.550366584281972e-05,0.0005784982428482644,0.0002952525957455494,0.00044563826351481846,0.0002211168464308904,2.2636972278863876,0.0012852220583527332,0.0,True,1.990330616322602e-18,0.0010088831406928251,0.0024105248737093803,True,True,,
FISHR,11,300,0.00025,10,0.0002500000000000002,6.622195020846783,3.775183292140986e-05,0.0002892493801530162,0.00014762648715263755,0.00022281428989899364,0.00011056860506800062,2.2636972278863876,0.0012852220583527332,0.0,True,1.990330616322602e-18,0.0010088831406928251,0.0024105248737093803,True,True,,
FISHR,11,300,0.001,11,0.0002550432910073472,1.688946411809238,0.00015100733168563944,0.0002924309887568101,0.00015128815804320858,0.00022201660633488512,0.00011548334482824498,8.608082611541125,0.0012563954514666002,0.0,True,1.3884562417838567e-18,0.0005132413634702256,0.0005132750074064948,True,True,,
FISHR,11,300,0.0005,11,0.0001275216455036736,1.688946411809238,7.550366584281972e-05,0.00014621619822663453,7.564400570012614e-05,0.0001110082272519174,5.7743696693894076e-05,8.608082611541125,0.0012563954514666002,0.0,True,1.3884562417838567e-18,0.0005132413634702256,0.0005132750074064948,True,True,,
FISHR,11,300,0.00025,11,6.37608227518368e-05,1.688946411809238,3.775183292140986e-05,7.310806892166764e-05,3.7821984520171e-05,5.550409464757731e-05,2.887183239359834e-05,8.608082611541125,0.0012563954514666002,0.0,True,1.3884562417838567e-18,0.0005132413634702256,0.0005132750074064948,True,True,,
FISHR,11,300,0.001,delta_C,,,,0.0015710830312661104,0.0008071915941340621,0.0012157345746155808,0.000582007788243331,,,,True,,,,True,True,True,"10,00"
FISHR,11,300,0.001,delta_K,,,,0.0003283195121790322,0.0001762505289734135,0.0002552387515715625,0.00010762264078835743,,,,True,,,,True,True,True,"01,00"
FISHR,11,300,0.001,delta_interaction,,,,0.001198377808562389,0.0006203183985663976,0.0009283928054034311,0.00043520254517863334,,,,True,,,,True,True,True,"11,10,01,00"
FISHR,11,300,0.0005,delta_C,,,,0.0007855401015282593,0.0004035952582661944,0.0006078617257115324,0.0002910124413647455,,,,True,,,,True,True,True,"10,00"
FISHR,11,300,0.0005,delta_K,,,,0.0001641625274336361,8.812712533474625e-05,0.0001276216931002634,5.381123157720373e-05,,,,True,,,,True,True,True,"01,00"
FISHR,11,300,0.0005,delta_interaction,,,,0.0005991905705081685,0.000310159816508608,0.00046419487285742275,0.00021760824437996746,,,,True,,,,True,True,True,"11,10,01,00"
FISHR,11,300,0.00025,delta_C,,,,0.0003927696674356799,0.00020179730221025786,0.000303926103032945,0.00014551558120491558,,,,True,,,,True,True,True,"10,00"
FISHR,11,300,0.00025,delta_K,,,,8.208188972489565e-05,4.40646712027252e-05,6.38108956718415e-05,2.6905593585033744e-05,,,,True,,,,True,True,True,"01,00"
FISHR,11,300,0.00025,delta_interaction,,,,0.00029959663644331483,0.00015508012621946336,0.00023209417040717103,0.00010881449849588199,,,,True,,,,True,True,True,"11,10,01,00"
FISHR,12,300,0.001,00,0.0002147621205371924,2.6666240842895124,8.053708124908562e-05,0.00019731475332180988,0.000123256223685296,0.0001445095102523504,5.3460421321878976e-05,2.3408980921565785,0.0012811023091290417,0.0,True,9.267392082293345e-19,0.0007682482082136358,0.0007683385191187368,True,True,,
FISHR,12,300,0.0005,00,0.0001073810602685962,2.6666240842895124,4.026854062454281e-05,9.865422142757327e-05,6.162808259841449e-05,7.225046888255485e-05,2.673021861067779e-05,2.3408980921565785,0.0012811023091290417,0.0,True,9.267392082293345e-19,0.0007682482082136358,0.0007683385191187368,True,True,,
FISHR,12,300,0.00025,00,5.36905301342981e-05,2.6666240842895124,2.0134270312271404e-05,4.9327096806668825e-05,3.081403398840114e-05,3.61252209524358e-05,1.3365111292983359e-05,2.3408980921565785,0.0012811023091290417,0.0,True,9.267392082293345e-19,0.0007682482082136358,0.0007683385191187368,True,True,,
FISHR,12,300,0.001,01,0.0004915949607702504,6.103957992341953,8.053708124908562e-05,0.00033302827340642567,0.00019661208629463686,0.0002396970190719193,0.00012164233415621093,88.66306111787277,0.00018016338996460705,0.0,True,3.0280118785126722e-18,0.005206490559682632,0.008496892123423257,True,True,,
FISHR,12,300,0.0005,01,0.0002457974803851252,6.103957992341953,4.026854062454281e-05,0.00016649746752257064,9.826256826305048e-05,0.0001198615295924844,6.082012901604859e-05,88.66306111787277,0.00018016338996460705,0.0,True,3.0280118785126722e-18,0.005206490559682632,0.008496892123423257,True,True,,
FISHR,12,300,0.00025,01,0.0001228987401925626,6.103957992341953,2.0134270312271404e-05,8.324108179840844e-05,4.9112311719487686e-05,5.993609451187997e-05,3.0409260286961767e-05,88.66306111787277,0.00018016338996460705,0.0,True,3.0280118785126722e-18,0.005206490559682632,0.008496892123423257,True,True,,
FISHR,12,300,0.001,10,0.0007011809945282423,8.706312466919742,8.053708124908562e-05,0.00066487873028138,0.00039763791999029624,0.00047691969680049937,0.00023768763823575406,2.3408980921565785,0.0012811023091290417,0.0,True,9.82160909242238e-19,0.0012564934479322276,0.0037646291314790124,True,True,,
FISHR,12,300,0.0005,10,0.00035059049726412117,8.706312466919742,4.026854062454281e-05,0.0003324272439888519,0.00019881903042240974,0.00023844330466062878,0.00011884298948795922,2.3408980921565785,0.0012811023091290417,0.0,True,9.82160909242238e-19,0.0012564934479322276,0.0037646291314790124,True,True,,
FISHR,12,300,0.00025,10,0.00017529524863206059,8.706312466919742,2.0134270312271404e-05,0.00016620272868507997,9.940953282539975e-05,0.00011920646669752985,5.9421461638811724e-05,2.3408980921565785,0.0012811023091290417,0.0,True,9.82160909242238e-19,0.0012564934479322276,0.0037646291314790124,True,True,,
FISHR,12,300,0.001,11,0.0009999999999999998,12.416640688867199,8.053708124908562e-05,0.000644366182214029,0.0003626144618791809,0.0004641132672977645,0.0002613759819404784,88.66306111787277,0.00018016338996460705,0.0,True,8.368090174134892e-18,0.006549272123282659,0.009079001616174916,True,True,,
FISHR,12,300,0.0005,11,0.0004999999999999999,12.416640688867199,4.026854062454281e-05,0.00032220749930173345,0.00018128930984585983,0.0002321009355782884,0.00013069435506391056,88.66306111787277,0.00018016338996460705,0.0,True,8.368090174134892e-18,0.006549272123282659,0.009079001616174916,True,True,,
FISHR,12,300,0.00025,11,0.00024999999999999995,12.416640688867199,2.0134270312271404e-05,0.00016108677886526976,9.060395913787114e-05,0.00011605923021741795,6.534621637915733e-05,88.66306111787277,0.00018016338996460705,0.0,True,8.368090174134892e-18,0.006549272123282659,0.009079001616174916,True,True,,
FISHR,12,300,0.001,delta_C,,,,0.0008442766730403144,0.0005098400273931593,0.0006088520623171482,0.0002866450999405371,,,,True,,,,True,True,True,"10,00"
FISHR,12,300,0.001,delta_K,,,,0.0003162986000695453,0.00017809785493131633,0.00023033277533859587,0.00012358305336751386,,,,True,,,,True,True,True,"01,00"
FISHR,12,300,0.001,delta_interaction,,,,0.0008502820653106681,0.0005077288124876918,0.0006068198785666792,0.0003113850968417302,,,,True,,,,True,True,True,"11,10,01,00"
FISHR,12,300,0.0005,delta_C,,,,0.0004221215821402769,0.0002549201490196628,0.0003044030724210566,0.00014332172631190476,,,,True,,,,True,True,True,"10,00"
FISHR,12,300,0.0005,delta_K,,,,0.0001581350578991371,8.901528762096214e-05,0.00011517352464060199,6.17902446052892e-05,,,,True,,,,True,True,True,"01,00"
FISHR,12,300,0.0005,delta_interaction,,,,0.0004251236502023679,0.0002538928531081026,0.0003033572604255824,0.00015570134761490713,,,,True,,,,True,True,True,"11,10,01,00"
FISHR,12,300,0.00025,delta_C,,,,0.00021104791170565654,0.00012746010834569483,0.00015218365992616714,7.166083635640205e-05,,,,True,,,,True,True,True,"10,00"
FISHR,12,300,0.00025,delta_K,,,,7.906320131255999e-05,4.449674634077418e-05,5.758984725694145e-05,3.089399391139541e-05,,,,True,,,,True,True,True,"01,00"
FISHR,12,300,0.00025,delta_interaction,,,,0.0002125393529951422,0.00012692411052162705,0.00015166601323172676,7.78502868991578e-05,,,,True,,,,True,True,True,"11,10,01,00"
FISHR,13,300,0.001,00,0.0008164386628662972,2.0615038496646627,0.00039604032900501454,0.0005910546975516278,0.00032205187662351294,0.0004718268449749271,0.00015168280265780238,1.5239434654885615,0.0018061771053999114,0.0,True,6.942281208919283e-19,0.0013061892630500613,0.0013274068055983705,True,True,,
FISHR,13,300,0.0005,00,0.0004082193314331486,2.0615038496646627,0.00019802016450250727,0.0002955210309566573,0.0001610244995427254,0.00023590572589538112,7.584377874600967e-05,1.5239434654885615,0.0018061771053999114,0.0,True,6.942281208919283e-19,0.0013061892630500613,0.0013274068055983705,True,True,,
FISHR,13,300,0.00025,00,0.0002041096657165743,2.0615038496646627,9.901008225125363e-05,0.00014775998946234148,8.051196353517232e-05,0.00011795239873871877,3.792189137430557e-05,1.5239434654885615,0.0018061771053999114,0.0,True,6.942281208919283e-19,0.0013061892630500613,0.0013274068055983705,True,True,,
FISHR,13,300,0.001,01,0.0004100505229126065,1.0353756748530876,0.00039604032900501454,0.00030037952228708823,0.0001622853667544988,0.00024076244114423559,7.697248911816353e-05,3.2894495377551873,0.0020768771660660936,0.0,True,5.311484201212962e-19,0.0008997857986226813,0.0008999348377658992,True,True,,
FISHR,13,300,0.0005,01,0.00020502526145630326,1.0353756748530876,0.00019802016450250727,0.00015019024109128246,8.114384955229645e-05,0.00012038101538991323,3.848630058326355e-05,3.2894495377551873,0.0020768771660660936,0.0,True,5.311484201212962e-19,0.0008997857986226813,0.0008999348377658992,True,True,,
FISHR,13,300,0.00025,01,0.00010251263072815163,1.0353756748530876,9.901008225125363e-05,7.509505865350276e-05,4.057187967416419e-05,6.019045640024219e-05,1.924316429823073e-05,3.2894495377551873,0.0020768771660660936,0.0,True,5.311484201212962e-19,0.0008997857986226813,0.0008999348377658992,True,True,,
FISHR,13,300,0.001,10,0.0010000000000000005,2.524995377395867,0.00039604032900501454,0.0006829787390959172,0.0003998797590478192,0.0005036029236677842,0.0002300874434517595,1.5239434654885615,0.0018061771053999114,0.0,True,6.237476087916728e-19,0.00356434632832562,0.0041436140578752344,True,True,,
FISHR,13,300,0.0005,10,0.0005000000000000002,2.524995377395867,0.00019802016450250727,0.00034153357627468854,0.0001999456189820489,0.00025179075947559857,0.00011518830937020051,1.5239434654885615,0.0018061771053999114,0.0,True,6.237476087916728e-19,0.00356434632832562,0.0041436140578752344,True,True,,
FISHR,13,300,0.00025,10,0.0002500000000000001,2.524995377395867,9.901008225125363e-05,0.00017076070897430572,9.997305917026468e-05,0.00012588676760233336,5.759452154660552e-05,1.5239434654885615,0.0018061771053999114,0.0,True,6.237476087916728e-19,0.00356434632832562,0.0041436140578752344,True,True,,
FISHR,13,300,0.001,11,0.00046632521559874303,1.177469013749956,0.00039604032900501454,0.00031895227392731595,0.0001870910877768968,0.0002365091372341792,0.00010387928533931679,3.2894495377551873,0.0020768771660660936,0.0,True,9.955343663264674e-19,0.001310353283777128,0.0013697374103409101,True,True,,
FISHR,13,300,0.0005,11,0.00023316260779937152,1.177469013749956,0.00019802016450250727,0.00015947278922593097,9.354561459655854e-05,0.00011824699040600534,5.194648932480854e-05,3.2894495377551873,0.0020768771660660936,0.0,True,9.955343663264674e-19,0.001310353283777128,0.0013697374103409101,True,True,,
FISHR,13,300,0.00025,11,0.00011658130389968576,1.177469013749956,9.901008225125363e-05,7.973639472236568e-05,4.677267995764559e-05,5.912356353460709e-05,2.5973318768879857e-05,3.2894495377551873,0.0020768771660660936,0.0,True,9.955343663264674e-19,0.001310353283777128,0.0013697374103409101,True,True,,
FISHR,13,300,0.001,delta_C,,,,0.0008060797441366911,0.0004550226738113946,0.00061497560148704,0.0002540156093641793,,,,True,,,,True,True,True,"10,00"
FISHR,13,300,0.001,delta_K,,,,0.00030592536404296745,0.0001680008980728498,0.00024114048221697624,8.495466112993666e-05,,,,True,,,,True,True,True,"01,00"
FISHR,13,300,0.001,delta_interaction,,,,0.0005004920416488166,0.00028290932974180637,0.00038165245029998503,0.00015746746355631841,,,,True,,,,True,True,True,"11,10,01,00"
FISHR,13,300,0.0005,delta_C,,,,0.0004030776003013779,0.0002275155644700465,0.00030748748415450425,0.00012712067840019942,,,,True,,,,True,True,True,"10,00"
FISHR,13,300,0.0005,delta_K,,,,0.00015295475348359706,8.399647550488445e-05,0.00012056482014141091,4.2472024442620185e-05,,,,True,,,,True,True,True,"01,00"
FISHR,13,300,0.0005,delta_interaction,,,,0.0002502768767322693,0.00014146043193563425,0.00019082864823956861,7.881553295196587e-05,,,,True,,,,True,True,True,"11,10,01,00"
FISHR,13,300,0.00025,delta_C,,,,0.00020153685223920294,0.00011375804750863283,0.00015374090430628236,6.356055207907231e-05,,,,True,,,,True,True,True,"10,00"
FISHR,13,300,0.00025,delta_K,,,,7.647695744603573e-05,4.199799800702566e-05,6.028204125453479e-05,2.1236023304545493e-05,,,,True,,,,True,True,True,"01,00"
FISHR,13,300,0.00025,delta_interaction,,,,0.00012513622819835673,7.073036870670846e-05,9.541125382564304e-05,3.940790775647707e-05,,,,True,,,,True,True,True,"11,10,01,00"
FISHR,14,300,0.001,00,0.00032892350960808154,2.3390072739416587,0.00014062526152549502,0.0002485051199303711,0.00015083258860410921,0.00018628122733725707,6.560205170813518e-05,1.6612389737342184,0.0016560170716662641,0.0,True,4.671200476016707e-19,0.0059570889346728054,0.006503102779786136,True,True,,
FISHR,14,300,0.0005,00,0.00016446175480404077,2.3390072739416587,7.031263076274751e-05,0.00012427208380622894,7.545482961660176e-05,9.313733077358232e-05,3.2795687482415905e-05,1.6612389737342184,0.0016560170716662641,0.0,True,4.671200476016707e-19,0.0059570889346728054,0.006503102779786136,True,True,,
FISHR,14,300,0.00025,00,8.223087740202039e-05,2.3390072739416587,3.5156315381373754e-05,6.213541776264737e-05,3.7727363582159456e-05,4.656788801031636e-05,1.639780424132756e-05,1.6612389737342184,0.0016560170716662641,0.0,True,4.671200476016707e-19,0.0059570889346728054,0.006503102779786136,True,True,,
FISHR,14,300,0.001,01,0.00020374289025880477,1.4488356362762527,0.00014062526152549502,0.00014828298223207667,9.023210108046859e-05,0.00010759463757471049,4.763826948377894e-05,14.0198668252736,0.0006459396870106141,0.0,True,9.772866314664846e-19,0.002371856928789442,0.002371870605944178,True,True,,
FISHR,14,300,0.0005,01,0.00010187144512940239,1.4488356362762527,7.031263076274751e-05,7.414255816901946e-05,4.5116120397978615e-05,5.379871913306596e-05,2.381916102055275e-05,14.0198668252736,0.0006459396870106141,0.0,True,9.772866314664846e-19,0.002371856928789442,0.002371870605944178,True,True,,
FISHR,14,300,0.00025,01,5.0935722564701194e-05,1.4488356362762527,3.5156315381373754e-05,3.707130758778389e-05,2.2558077663689556e-05,2.6899381293522137e-05,1.190958707985904e-05,14.0198668252736,0.0006459396870106141,0.0,True,9.772866314664846e-19,0.002371856928789442,0.002371870605944178,True,True,,
FISHR,14,300,0.001,10,0.0009999999999999998,7.111097886340303,0.00014062526152549502,0.0008319404180601648,0.0004547936393155594,0.0006179762989625586,0.0003215476617249278,1.6612389737342184,0.0016560170716662641,0.0,True,2.8189256484623115e-18,0.0018743858775996714,0.002693535830633615,True,True,,
FISHR,14,300,0.0005,10,0.0004999999999999999,7.111097886340303,7.031263076274751e-05,0.00041598188483971756,0.000227404315639813,0.0003089976849177981,0.00016077511144027692,1.6612389737342184,0.0016560170716662641,0.0,True,2.8189256484623115e-18,0.0018743858775996714,0.002693535830633615,True,True,,
FISHR,14,300,0.00025,10,0.00024999999999999995,7.111097886340303,3.5156315381373754e-05,0.00020799059094662753,0.0001137007103002711,0.00015449926800283767,8.038787586526083e-05,1.6612389737342184,0.0016560170716662641,0.0,True,2.8189256484623115e-18,0.0018743858775996714,0.002693535830633615,True,True,,
FISHR,14,300,0.001,11,0.0003652029970910999,2.596994260699666,0.00014062526152549502,0.00031128118113211495,0.00014915426195370184,0.00022782900958868066,0.00015080756697822528,14.0198668252736,0.0006459396870106141,0.0,True,2.0456685677126055e-18,0.004515732510800464,0.004575089960028495,True,True,,
FISHR,14,300,0.0005,11,0.00018260149854554996,2.596994260699666,7.031263076274751e-05,0.00015564096633140475,7.458043664808276e-05,0.00011391744408395644,7.539684876262027e-05,14.0198668252736,0.0006459396870106141,0.0,True,2.0456685677126055e-18,0.004515732510800464,0.004575089960028495,True,True,,
FISHR,14,300,0.00025,11,9.130074927277498e-05,2.596994260699666,3.5156315381373754e-05,7.781962100753865e-05,3.7290114031857494e-05,5.6958625817294903e-05,3.769689316446925e-05,14.0198668252736,0.0006459396870106141,0.0,True,2.0456685677126055e-18,0.004515732510800464,0.004575089960028495,True,True,,
FISHR,14,300,0.001,delta_C,,,,0.0010456646737366819,0.0005869233267410457,0.0007819028307313516,0.0003708956480229484,,,,True,,,,True,True,True,"10,00"
FISHR,14,300,0.001,delta_K,,,,0.00019341366446194583,0.00010892058680502449,0.00014199220396343587,7.337142075940285e-05,,,,True,,,,True,True,True,"01,00"
FISHR,14,300,0.001,delta_interaction,,,,0.0008027583378280463,0.000464589994683167,0.000592728120472958,0.0002779396714996568,,,,True,,,,True,True,True,"11,10,01,00"
FISHR,14,300,0.0005,delta_C,,,,0.0005228664979468381,0.0002935255377548908,0.0003909508750439453,0.0001854441874615273,,,,True,,,,True,True,True,"10,00"
FISHR,14,300,0.0005,delta_K,,,,9.672434910060104e-05,5.450285711908505e-05,7.09901641665787e-05,3.668016993409043e-05,,,,True,,,,True,True,True,"01,00"
FISHR,14,300,0.0005,delta_interaction,,,,0.0004014100494564644,0.00023235982694643173,0.0002963547880115808,0.0001389704222080233,,,,True,,,,True,True,True,"11,10,01,00"
FISHR,14,300,0.00025,delta_C,,,,0.00026143231174006787,0.00014676296317884572,0.00019547389789907702,9.272238942597414e-05,,,,True,,,,True,True,True,"10,00"
FISHR,14,300,0.00025,delta_K,,,,4.836097087693997e-05,2.725137482658754e-05,3.549350298153441e-05,1.8340046900727267e-05,,,,True,,,,True,True,True,"01,00"
FISHR,14,300,0.00025,delta_interaction,,,,0.00020070467123207007,0.000116179444526795,0.0001481765446431804,6.948678537266089e-05,,,,True,,,,True,True,True,"11,10,01,00"
