A_norm,A_normalized_norm,A_rank_primary,basis_index,finite,method,opaque_direction_id,seed
2.732033188782479,1.2304823901981774,5,2,True,ERM,u002,11
1.4293469763159876,0.6437646113016772,5,3,True,ERM,u003,11
4.20254488719708,1.8927872102527061,5,4,True,ERM,u004,11
1.9160832221960173,0.8629860986853841,5,-1,True,ERM,u005,11
0.2752115448475841,0.12395272535656979,5,-1,True,ERM,u006,11
0.6678997033355547,0.30081582710905375,5,-1,True,ERM,u007,11
3.269448003145839,1.4725290344413369,5,-1,True,ERM,u008,11
2.1113948061980925,0.9509526232880251,5,-1,True,ERM,u009,11
3.904667499284631,1.7586259995582474,5,-1,True,ERM,u010,11
0.9472270408281301,0.6798018541628839,5,0,True,IRMv1,u000,11
0.9547519178056614,0.6852022757103948,5,1,True,IRMv1,u001,11
1.8953763839093218,1.3602656222647762,5,2,True,IRMv1,u002,11
1.5845308776864406,1.1371793479289312,5,3,True,IRMv1,u003,11
1.5850485934049041,1.1375508999330135,5,4,True,IRMv1,u004,11
1.3277221051304635,0.9528739256552821,5,-1,True,IRMv1,u005,11
0.2143462222142843,0.1538310806316169,5,-1,True,IRMv1,u006,11
0.46408135451310356,0.33305992299862286,5,-1,True,IRMv1,u007,11
2.2671405164935257,1.6270717159981727,5,-1,True,IRMv1,u008,11
0.6064631289966863,0.43524386636273915,5,-1,True,IRMv1,u009,11
2.157618969828588,1.5484707604885837,5,-1,True,IRMv1,u010,11
1.2829826689639736,0.6012165715680833,5,0,True,VREX,u000,11
1.293763823587339,0.6062687121596934,5,1,True,VREX,u001,11
2.596374038785419,1.2166829185365868,5,2,True,VREX,u002,11
1.455172164129792,0.6819060309410837,5,3,True,VREX,u003,11
4.041595075738112,1.8939257667945526,5,4,True,VREX,u004,11
1.8039232494750868,0.8453337505308282,5,-1,True,VREX,u005,11
0.2563791529912231,0.1201414478243747,5,-1,True,VREX,u006,11
0.6464191267915946,0.3029174910986967,5,-1,True,VREX,u007,11
3.0947438588344682,1.450223247514566,5,-1,True,VREX,u008,11
2.034603083668219,0.9534322793718155,5,-1,True,VREX,u009,11
3.7831742063268123,1.772827553320971,5,-1,True,VREX,u010,11
1.3666626627418772,0.6170591769948858,5,0,True,CORAL,u000,11
1.3674184734301058,0.6174004315955687,5,1,True,CORAL,u001,11
2.7306481596939136,1.2329095921175157,5,2,True,CORAL,u002,11
1.4325050129375947,0.6467875273265374,5,3,True,CORAL,u003,11
4.176765671211423,1.8858432719654912,5,4,True,CORAL,u004,11
1.9157625813647763,0.8649822037304157,5,-1,True,CORAL,u005,11
0.25971878455977787,0.11726511875947647,5,-1,True,CORAL,u006,11
0.6632712311021363,0.29947229198985553,5,-1,True,CORAL,u007,11
3.269045260345816,1.4760002105135515,5,-1,True,CORAL,u008,11
2.0844633131931958,0.9411519401097145,5,-1,True,CORAL,u009,11
3.892615416433171,1.7575471480305744,5,-1,True,CORAL,u010,11
1.4296554439131017,0.6028441360042329,5,0,True,ERM,u000,12
1.4509368140958412,0.6118178710922375,5,1,True,ERM,u001,12
2.963907566609701,1.2497936504887246,5,2,True,ERM,u002,12
1.4605722263399432,0.6158808443030704,5,3,True,ERM,u003,12
4.5525156614236995,1.9196634981117342,5,4,True,ERM,u004,12
2.0167035767601997,0.8503852662435956,5,-1,True,ERM,u005,12
0.28642452808999647,0.12077689621089525,5,-1,True,ERM,u006,12
0.8017834739562342,0.3380887805362687,5,-1,True,ERM,u007,12
3.4941357501983648,1.4733754600649562,5,-1,True,ERM,u008,12
2.343376694269427,0.9881338224562976,5,-1,True,ERM,u009,12
4.1674039574558375,1.7572730889875794,5,-1,True,ERM,u010,12
0.9683562343970213,0.6890328939562553,5,0,True,IRMv1,u000,12
0.9503954969221318,0.6762529494685557,5,1,True,IRMv1,u001,12
1.941959590601112,1.381799372099034,5,2,True,IRMv1,u002,12
1.6097170847717308,1.145392554901802,5,3,True,IRMv1,u003,12
1.5564947118616115,1.107522229574353,5,4,True,IRMv1,u004,12
1.3480141512506318,0.9591780986555759,5,-1,True,IRMv1,u005,12
0.15434780624772249,0.109826024594028,5,-1,True,IRMv1,u006,12
0.5059701377557695,0.3600225370474213,5,-1,True,IRMv1,u007,12
2.309186744981663,1.6430994804003038,5,-1,True,IRMv1,u008,12
0.6489473614766115,0.4617578352061066,5,-1,True,IRMv1,u009,12
2.143066075297657,1.5248964867988886,5,-1,True,IRMv1,u010,12
