O_norm,O_normalized_norm,O_rank_primary,basis_index,finite,method,opaque_direction_id,seed
0.8896865147399164,2.240637994514001,3,-1,True,MLDG,u006,10
0.6291033677028202,1.5843703201050763,3,-1,True,MLDG,u007,10
0.6291033677028202,1.5843703201050763,3,-1,True,MLDG,u008,10
0.14564581137398022,0.36680283819043713,3,-1,True,MLDG,u009,10
0.14564581137398022,0.36680283819043713,3,-1,True,MLDG,u010,10
0.8607916365774442,2.2609216998240176,3,0,True,SPECTRAL_NORM_REG,u000,10
0.8609602759539027,2.261364641425072,3,1,True,SPECTRAL_NORM_REG,u001,10
0.0,0.0,3,2,True,SPECTRAL_NORM_REG,u002,10
0.181878002304813,0.4777136587509099,3,3,True,SPECTRAL_NORM_REG,u003,10
0.0,0.0,3,4,True,SPECTRAL_NORM_REG,u004,10
0.8608759603950776,2.261143181470677,3,-1,True,SPECTRAL_NORM_REG,u005,10
0.8608759603950776,2.261143181470677,3,-1,True,SPECTRAL_NORM_REG,u006,10
0.6087312293558411,1.5988696768516397,3,-1,True,SPECTRAL_NORM_REG,u007,10
0.6087312293558411,1.5988696768516397,3,-1,True,SPECTRAL_NORM_REG,u008,10
0.1286071687783958,0.3377945675682047,3,-1,True,SPECTRAL_NORM_REG,u009,10
0.1286071687783958,0.3377945675682047,3,-1,True,SPECTRAL_NORM_REG,u010,10
0.9355628508928192,2.2799472592655263,3,0,True,SPECTRAL_REG_2024,u000,10
0.9349379912522635,2.278424489284278,3,1,True,SPECTRAL_REG_2024,u001,10
0.0,0.0,3,2,True,SPECTRAL_REG_2024,u002,10
0.18121953667237797,0.4416282514501965,3,3,True,SPECTRAL_REG_2024,u003,10
0.0,0.0,3,4,True,SPECTRAL_REG_2024,u004,10
0.9352504732577037,2.27918600144906,3,-1,True,SPECTRAL_REG_2024,u005,10
0.9352504732577037,2.27918600144906,3,-1,True,SPECTRAL_REG_2024,u006,10
0.66132195174845,1.6116278772100825,3,-1,True,SPECTRAL_REG_2024,u007,10
0.66132195174845,1.6116278772100825,3,-1,True,SPECTRAL_REG_2024,u008,10
0.1281415632645227,0.3122783313639917,3,-1,True,SPECTRAL_REG_2024,u009,10
0.1281415632645227,0.3122783313639917,3,-1,True,SPECTRAL_REG_2024,u010,10
1.4315449401927296,2.335160388393928,3,0,True,SVB_ORTHDNN,u000,10
1.435533806209274,2.341667094299501,3,1,True,SVB_ORTHDNN,u001,10
0.0,0.0,3,2,True,SVB_ORTHDNN,u002,10
0.19811743307180715,0.3231725173065711,3,3,True,SVB_ORTHDNN,u003,10
0.0,0.0,3,4,True,SVB_ORTHDNN,u004,10
1.4335407605926473,2.3384160044834994,3,-1,True,SVB_ORTHDNN,u005,10
1.4335407605926473,2.3384160044834994,3,-1,True,SVB_ORTHDNN,u006,10
1.013666392922382,1.6535098140054345,3,-1,True,SVB_ORTHDNN,u007,10
1.013666392922382,1.6535098140054345,3,-1,True,SVB_ORTHDNN,u008,10
0.14009018039634683,0.22851747848060333,3,-1,True,SVB_ORTHDNN,u009,10
0.14009018039634683,0.22851747848060333,3,-1,True,SVB_ORTHDNN,u010,10
0.6120749422970012,2.3877151937812084,3,0,True,STABLE_RANK_NORM,u000,10
0.6114570464491756,2.385304771131834,3,1,True,STABLE_RANK_NORM,u001,10
0.0,0.0,3,2,True,STABLE_RANK_NORM,u002,10
0.05818482549353467,0.2269800350869577,3,3,True,STABLE_RANK_NORM,u003,10
0.0,0.0,3,4,True,STABLE_RANK_NORM,u004,10
