K,basis_index,clean_task_bank_response_norm,control_parameter_hash,counterfactual_bank_response_norm,finite,method,minus_optimizer_hash,minus_parameter_hash,opaque_direction_id,plus_optimizer_hash,plus_parameter_hash,replay_match,replay_optimizer_hash,replay_parameter_hash,seed,source_bank_response_norm,target_only_learner_update
5,3,15.763236045837402,9100854edaf262fdc099cd0c57e1cb8a0195e34b332dacfd9d9c92d0ac1743c7,57.076446533203125,True,ERM,3329512ed39d001a59551b2f31a1b8bb04b6f9c5478ca0c1e6aad9a95aeb711f,bf5c7005f645d3d755a60df14ae8f98ad5936e1de780e030a776910491d0bb4e,u003,c7dc9b263391790c4d4b27a7d018e9cc507bce4ac7b6e0b28b4eb44220099ea2,524a0488d6d972eaeb880f210c68e2a9b85d71df9cc8c34c997ce60e7c93bb58,True,c7dc9b263391790c4d4b27a7d018e9cc507bce4ac7b6e0b28b4eb44220099ea2,524a0488d6d972eaeb880f210c68e2a9b85d71df9cc8c34c997ce60e7c93bb58,10,25.77175521850586,False
20,3,78.20361328125,689d292fb6623c8e99b108241a525180a8a2ef6cdef967e105eb02c499eb8c78,134.0062255859375,True,ERM,8a9eed893d3bbfb26c27bcfcf57624cb891f047f12065e6ff25c04dee90d0198,c8ce11198907614237f05fa990a9feab7f8dc16e7eaedba412515970bd0bb583,u003,3b9f761ee70b4cffac16be53838e787b16a11d53be90d7cde26d2880ca5cdaa7,b15269b9c598f99a851095ec648534fe4978a37cf3013fd38468f5adb7a4af53,True,3b9f761ee70b4cffac16be53838e787b16a11d53be90d7cde26d2880ca5cdaa7,b15269b9c598f99a851095ec648534fe4978a37cf3013fd38468f5adb7a4af53,10,79.86832427978516,False
1,4,0.0,9b135606262040333812ddeeada81f5ac94441f7931f1061471f77d52438ad37,0.0,True,ERM,LINEAR_COMBINATION,LINEAR_COMBINATION,u004,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,10,0.0,False
5,4,0.0,9100854edaf262fdc099cd0c57e1cb8a0195e34b332dacfd9d9c92d0ac1743c7,0.0,True,ERM,LINEAR_COMBINATION,LINEAR_COMBINATION,u004,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,10,0.0,False
20,4,0.0,689d292fb6623c8e99b108241a525180a8a2ef6cdef967e105eb02c499eb8c78,0.0,True,ERM,LINEAR_COMBINATION,LINEAR_COMBINATION,u004,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,10,0.0,False
1,-1,1.948786735534668,9b135606262040333812ddeeada81f5ac94441f7931f1061471f77d52438ad37,26.886276245117188,True,ERM,LINEAR_COMBINATION,LINEAR_COMBINATION,u005,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,10,18.830059051513672,False
5,-1,26.975759506225586,9100854edaf262fdc099cd0c57e1cb8a0195e34b332dacfd9d9c92d0ac1743c7,241.3296356201172,True,ERM,LINEAR_COMBINATION,LINEAR_COMBINATION,u005,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,10,169.88507080078125,False
20,-1,32.559913635253906,689d292fb6623c8e99b108241a525180a8a2ef6cdef967e105eb02c499eb8c78,223.13209533691406,True,ERM,LINEAR_COMBINATION,LINEAR_COMBINATION,u005,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,10,155.46661376953125,False
1,-1,0.6113183498382568,9b135606262040333812ddeeada81f5ac94441f7931f1061471f77d52438ad37,0.7700359225273132,True,ERM,LINEAR_COMBINATION,LINEAR_COMBINATION,u006,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,10,0.48910340666770935,False
5,-1,0.7799303531646729,9100854edaf262fdc099cd0c57e1cb8a0195e34b332dacfd9d9c92d0ac1743c7,2.2062220573425293,True,ERM,LINEAR_COMBINATION,LINEAR_COMBINATION,u006,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,10,1.266158103942871,False
20,-1,2.7637124061584473,689d292fb6623c8e99b108241a525180a8a2ef6cdef967e105eb02c499eb8c78,7.044811725616455,True,ERM,LINEAR_COMBINATION,LINEAR_COMBINATION,u006,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,10,4.684876918792725,False
1,-1,1.378000259399414,9b135606262040333812ddeeada81f5ac94441f7931f1061471f77d52438ad37,19.0114688873291,True,ERM,LINEAR_COMBINATION,LINEAR_COMBINATION,u007,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,10,13.314862251281738,False
5,-1,19.074745178222656,9100854edaf262fdc099cd0c57e1cb8a0195e34b332dacfd9d9c92d0ac1743c7,170.6458282470703,True,ERM,LINEAR_COMBINATION,LINEAR_COMBINATION,u007,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,10,120.12689208984375,False
20,-1,23.02333641052246,689d292fb6623c8e99b108241a525180a8a2ef6cdef967e105eb02c499eb8c78,157.77821350097656,True,ERM,LINEAR_COMBINATION,LINEAR_COMBINATION,u007,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,10,109.93150329589844,False
1,-1,1.378000259399414,9b135606262040333812ddeeada81f5ac94441f7931f1061471f77d52438ad37,19.0114688873291,True,ERM,LINEAR_COMBINATION,LINEAR_COMBINATION,u008,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,10,13.314862251281738,False
5,-1,19.074745178222656,9100854edaf262fdc099cd0c57e1cb8a0195e34b332dacfd9d9c92d0ac1743c7,170.6458282470703,True,ERM,LINEAR_COMBINATION,LINEAR_COMBINATION,u008,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,10,120.12689208984375,False
20,-1,23.02333641052246,689d292fb6623c8e99b108241a525180a8a2ef6cdef967e105eb02c499eb8c78,157.77821350097656,True,ERM,LINEAR_COMBINATION,LINEAR_COMBINATION,u008,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,10,109.93150329589844,False
1,-1,1.0249061584472656,9b135606262040333812ddeeada81f5ac94441f7931f1061471f77d52438ad37,4.4806413650512695,True,ERM,LINEAR_COMBINATION,LINEAR_COMBINATION,u009,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,10,2.3927674293518066,False
5,-1,11.14629077911377,9100854edaf262fdc099cd0c57e1cb8a0195e34b332dacfd9d9c92d0ac1743c7,40.3591423034668,True,ERM,LINEAR_COMBINATION,LINEAR_COMBINATION,u009,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,10,18.2233829498291,False
20,-1,55.298309326171875,689d292fb6623c8e99b108241a525180a8a2ef6cdef967e105eb02c499eb8c78,94.75670623779297,True,ERM,LINEAR_COMBINATION,LINEAR_COMBINATION,u009,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,10,56.47543716430664,False
1,-1,1.0249061584472656,9b135606262040333812ddeeada81f5ac94441f7931f1061471f77d52438ad37,4.4806413650512695,True,ERM,LINEAR_COMBINATION,LINEAR_COMBINATION,u010,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,10,2.3927674293518066,False
5,-1,11.14629077911377,9100854edaf262fdc099cd0c57e1cb8a0195e34b332dacfd9d9c92d0ac1743c7,40.3591423034668,True,ERM,LINEAR_COMBINATION,LINEAR_COMBINATION,u010,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,10,18.2233829498291,False
20,-1,55.298309326171875,689d292fb6623c8e99b108241a525180a8a2ef6cdef967e105eb02c499eb8c78,94.75670623779297,True,ERM,LINEAR_COMBINATION,LINEAR_COMBINATION,u010,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,10,56.47543716430664,False
1,0,0.026532387360930443,ae0285455f8afc14fe1b388fd150ffdb65807742a3b079f9f9cc19cf8e46b2b8,0.6751010417938232,True,IRMv1,726626241a07208129f37afadedd9f0d89961a39754f20628fd1be9f7be79c09,e4872e60b9e7b38d93bc5c2d4a5a5b35d0f46397c4a3d562171b188e9143c25c,u000,5961312e05d1cdea90b30807ec64121176d6fa34c78d2c81822424d18018dca0,de52ca1295d5b4c5783954662be2d22e38bdef9c46b8ce8884038dd5ef11f3fc,True,5961312e05d1cdea90b30807ec64121176d6fa34c78d2c81822424d18018dca0,de52ca1295d5b4c5783954662be2d22e38bdef9c46b8ce8884038dd5ef11f3fc,10,0.5534514784812927,False
5,0,0.184317484498024,e58031ceb0402bf2a6c06d578868d85fa01774bd5320f639e5e806c67558eb3f,4.056650638580322,True,IRMv1,7ac6dc05d82ba8dc3c46381ff00bd596f50c1012f2da2aff369db3f000e8876f,f88511eb3e8c702bcbfbc66a5f0d8ee0d2f9202dc95a5c825bf0b84285920109,u000,cc3448dfa6327c71b10ec1f2d8e87b0227b0c3732394fcd7c248cfa0b4123f6c,379e4be0ea442139bdf4f7ca013e6cbe53fabcfa7bc1762ebcbc32be4a4c2005,True,cc3448dfa6327c71b10ec1f2d8e87b0227b0c3732394fcd7c248cfa0b4123f6c,379e4be0ea442139bdf4f7ca013e6cbe53fabcfa7bc1762ebcbc32be4a4c2005,10,3.3541924953460693,False
20,0,0.6696602702140808,a09e23ffd85027d5c2e167bd4e4b0bb7414d60259c434824dbdd27a1f5103e0a,5.181441307067871,True,IRMv1,84db121d0891af7ed45823aff7c7119995664ce71f6d6f03289947ea5291f824,a0e6f789124fe83e85d1503bbd2f2c21d03823519ae7e08e240fa3b3c5488f62,u000,3b54d765f8c4bc1ca80fb60099f31c1fd229f7024a7feeb80200e7c7b2e9ff53,452bd4840df8b48adf6babbafb76cea717d6d0a86a220d8a171122c26dc08c04,True,3b54d765f8c4bc1ca80fb60099f31c1fd229f7024a7feeb80200e7c7b2e9ff53,452bd4840df8b48adf6babbafb76cea717d6d0a86a220d8a171122c26dc08c04,10,4.371805667877197,False
1,1,0.033658068627119064,ae0285455f8afc14fe1b388fd150ffdb65807742a3b079f9f9cc19cf8e46b2b8,0.726741373538971,True,IRMv1,30a3253a1ddef08f1cd001519ec9d2828d9072ef66b6cfb6a44b645b53c18db9,bade190ac5faef1869b631a827814b423850679b1175f54dd3ab929f0ac83165,u001,9191ecbcf6c3f2b930fce5c456b79341dd0d523aa229ea78c0c7b051af1bd8ff,29234cf12b6a463d943841d0749f1a5f284fcaa7fa9e83fc94f89a7c5282ab5f,True,9191ecbcf6c3f2b930fce5c456b79341dd0d523aa229ea78c0c7b051af1bd8ff,29234cf12b6a463d943841d0749f1a5f284fcaa7fa9e83fc94f89a7c5282ab5f,10,0.595761775970459,False
5,1,0.2006455659866333,e58031ceb0402bf2a6c06d578868d85fa01774bd5320f639e5e806c67558eb3f,4.07938814163208,True,IRMv1,293d536158ab412ac137aabffb496938eb7ff70407d6c29690669d30ad9c9524,3ca9d1d02dd3588ffde0c95cc3b28d5026fa6e000a58e83e1fd27ac6bd7fdb8b,u001,a3536d09929b4a4efb046241c5b0616a1348deec951b19569285b12c688185d5,42ddbd141cf56cbf27e7d17515f5e1d69a8e7826a629c5098c379eba8f7e493b,True,a3536d09929b4a4efb046241c5b0616a1348deec951b19569285b12c688185d5,42ddbd141cf56cbf27e7d17515f5e1d69a8e7826a629c5098c379eba8f7e493b,10,3.3877875804901123,False
20,1,0.4199088513851166,a09e23ffd85027d5c2e167bd4e4b0bb7414d60259c434824dbdd27a1f5103e0a,5.083302021026611,True,IRMv1,29ce85795c04011bfcb526e7ce139c1755fabb905c74c43cc0cb3169011b3958,1516f79f89c76ee6200529ab564237b23b45794665c5d0aea5916ea76fbbce68,u001,6057af277786e8dc4c9c94fd7eea29eb59b88f2548d19c5837f703efd1e1b2eb,c026b5ea0fc4784c8d60eb41ecb020bc83198699f173b4f4fdc0fb8510d6ad83,True,6057af277786e8dc4c9c94fd7eea29eb59b88f2548d19c5837f703efd1e1b2eb,c026b5ea0fc4784c8d60eb41ecb020bc83198699f173b4f4fdc0fb8510d6ad83,10,4.2830400466918945,False
1,2,0.0,ae0285455f8afc14fe1b388fd150ffdb65807742a3b079f9f9cc19cf8e46b2b8,0.0,True,IRMv1,LINEAR_COMBINATION,LINEAR_COMBINATION,u002,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,10,0.0,False
5,2,0.0,e58031ceb0402bf2a6c06d578868d85fa01774bd5320f639e5e806c67558eb3f,0.0,True,IRMv1,LINEAR_COMBINATION,LINEAR_COMBINATION,u002,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,10,0.0,False
20,2,0.0,a09e23ffd85027d5c2e167bd4e4b0bb7414d60259c434824dbdd27a1f5103e0a,0.0,True,IRMv1,LINEAR_COMBINATION,LINEAR_COMBINATION,u002,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,10,0.0,False
1,3,0.22482585906982422,ae0285455f8afc14fe1b388fd150ffdb65807742a3b079f9f9cc19cf8e46b2b8,5.1729350090026855,True,IRMv1,547ea09fe6dec41ed944dffcd548ec4ee398b949447906d0674b9058312f8cee,bcf0d6c4028c3b4e39f9250f5ee8d40b9b67ea2de3ef7701a8741620f17b9734,u003,62edceb65145af7b808ebdd111becd556d8443c9ce9f7246cce1b2cdb960a218,f8a178d9c5b28520fe71cf11cb91110b94d146dd6d11a02efc4aea7446fe2ea8,True,62edceb65145af7b808ebdd111becd556d8443c9ce9f7246cce1b2cdb960a218,f8a178d9c5b28520fe71cf11cb91110b94d146dd6d11a02efc4aea7446fe2ea8,10,4.218096733093262,False
5,3,2.374716281890869,e58031ceb0402bf2a6c06d578868d85fa01774bd5320f639e5e806c67558eb3f,43.847251892089844,True,IRMv1,49cd6446a0a1a323554970b1fe792e606a9817d82a9766389c3d4aae4d04638a,690e3b68fd2a50242d03334a6478308727172d4c4e74553069a92c7a19bd63eb,u003,288f327d4aaf631bf3f91808f8887d9c8cf572f20a5c7dcd18835623bd3f9377,4b4afd65d0cc8036123e170d01d1d7ec0f6400cd3cc6ea8311b0afd2bdbd5e0d,True,288f327d4aaf631bf3f91808f8887d9c8cf572f20a5c7dcd18835623bd3f9377,4b4afd65d0cc8036123e170d01d1d7ec0f6400cd3cc6ea8311b0afd2bdbd5e0d,10,35.81367492675781,False
20,3,1.4765598773956299,a09e23ffd85027d5c2e167bd4e4b0bb7414d60259c434824dbdd27a1f5103e0a,40.313446044921875,True,IRMv1,f50b146ceb9dfb84a9e2aefbb6efebad379ea5fdc0e9efa09343922ce2ee2f16,ca28aa86fb5da0accada5853bd3516b18917b554d490b0611781a4c2f6d66ff3,u003,16398f930eba893c5b6bd60c00d0447009392fa8882f541190827e741eed8fee,1d81e1ca14f95e87ba0741859ae4cc1b5ac201f178bb63a58cf1d034bd28d912,True,16398f930eba893c5b6bd60c00d0447009392fa8882f541190827e741eed8fee,1d81e1ca14f95e87ba0741859ae4cc1b5ac201f178bb63a58cf1d034bd28d912,10,33.07709884643555,False
1,4,0.0,ae0285455f8afc14fe1b388fd150ffdb65807742a3b079f9f9cc19cf8e46b2b8,0.0,True,IRMv1,LINEAR_COMBINATION,LINEAR_COMBINATION,u004,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,10,0.0,False
5,4,0.0,e58031ceb0402bf2a6c06d578868d85fa01774bd5320f639e5e806c67558eb3f,0.0,True,IRMv1,LINEAR_COMBINATION,LINEAR_COMBINATION,u004,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,10,0.0,False
20,4,0.0,a09e23ffd85027d5c2e167bd4e4b0bb7414d60259c434824dbdd27a1f5103e0a,0.0,True,IRMv1,LINEAR_COMBINATION,LINEAR_COMBINATION,u004,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,10,0.0,False
1,-1,0.040439724922180176,ae0285455f8afc14fe1b388fd150ffdb65807742a3b079f9f9cc19cf8e46b2b8,0.9909480214118958,True,IRMv1,LINEAR_COMBINATION,LINEAR_COMBINATION,u005,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,10,0.8123865723609924,False
5,-1,0.26532286405563354,e58031ceb0402bf2a6c06d578868d85fa01774bd5320f639e5e806c67558eb3f,5.751960754394531,True,IRMv1,LINEAR_COMBINATION,LINEAR_COMBINATION,u005,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,10,4.766535758972168,False
20,-1,0.7349644899368286,a09e23ffd85027d5c2e167bd4e4b0bb7414d60259c434824dbdd27a1f5103e0a,7.246158123016357,True,IRMv1,LINEAR_COMBINATION,LINEAR_COMBINATION,u005,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,10,6.111048221588135,False
1,-1,0.014193731360137463,ae0285455f8afc14fe1b388fd150ffdb65807742a3b079f9f9cc19cf8e46b2b8,0.044006504118442535,True,IRMv1,LINEAR_COMBINATION,LINEAR_COMBINATION,u006,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,10,0.035617928951978683,False
5,-1,0.06193021684885025,e58031ceb0402bf2a6c06d578868d85fa01774bd5320f639e5e806c67558eb3f,0.11297988891601562,True,IRMv1,LINEAR_COMBINATION,LINEAR_COMBINATION,u006,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,10,0.08858025074005127,False
20,-1,0.2908531725406647,a09e23ffd85027d5c2e167bd4e4b0bb7414d60259c434824dbdd27a1f5103e0a,0.42483237385749817,True,IRMv1,LINEAR_COMBINATION,LINEAR_COMBINATION,u006,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,10,0.3349652588367462,False
1,-1,0.028595203533768654,ae0285455f8afc14fe1b388fd150ffdb65807742a3b079f9f9cc19cf8e46b2b8,0.7007060647010803,True,IRMv1,LINEAR_COMBINATION,LINEAR_COMBINATION,u007,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,10,0.574444055557251,False
5,-1,0.18761157989501953,e58031ceb0402bf2a6c06d578868d85fa01774bd5320f639e5e806c67558eb3f,4.0672502517700195,True,IRMv1,LINEAR_COMBINATION,LINEAR_COMBINATION,u007,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,10,3.3704497814178467,False
20,-1,0.5196983814239502,a09e23ffd85027d5c2e167bd4e4b0bb7414d60259c434824dbdd27a1f5103e0a,5.123807907104492,True,IRMv1,LINEAR_COMBINATION,LINEAR_COMBINATION,u007,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,10,4.321163654327393,False
1,-1,0.028595203533768654,ae0285455f8afc14fe1b388fd150ffdb65807742a3b079f9f9cc19cf8e46b2b8,0.7007060647010803,True,IRMv1,LINEAR_COMBINATION,LINEAR_COMBINATION,u008,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,10,0.574444055557251,False
5,-1,0.18761157989501953,e58031ceb0402bf2a6c06d578868d85fa01774bd5320f639e5e806c67558eb3f,4.0672502517700195,True,IRMv1,LINEAR_COMBINATION,LINEAR_COMBINATION,u008,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,10,3.3704497814178467,False
20,-1,0.5196983814239502,a09e23ffd85027d5c2e167bd4e4b0bb7414d60259c434824dbdd27a1f5103e0a,5.123807907104492,True,IRMv1,LINEAR_COMBINATION,LINEAR_COMBINATION,u008,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,10,4.321163654327393,False
1,-1,0.15897588431835175,ae0285455f8afc14fe1b388fd150ffdb65807742a3b079f9f9cc19cf8e46b2b8,3.6578176021575928,True,IRMv1,LINEAR_COMBINATION,LINEAR_COMBINATION,u009,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,10,2.982644557952881,False
5,-1,1.6791781187057495,e58031ceb0402bf2a6c06d578868d85fa01774bd5320f639e5e806c67558eb3f,31.004688262939453,True,IRMv1,LINEAR_COMBINATION,LINEAR_COMBINATION,u009,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,10,25.3240909576416,False
20,-1,1.0440855026245117,a09e23ffd85027d5c2e167bd4e4b0bb7414d60259c434824dbdd27a1f5103e0a,28.505910873413086,True,IRMv1,LINEAR_COMBINATION,LINEAR_COMBINATION,u009,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,10,23.389041900634766,False
