checkpoint,condition_number_eps1e12,cumulative_explained_spectral_mass,effective_rank,frobenius_norm,linear_index,method,module,nuclear_norm,numerical_rank_1e2,numerical_rank_1e3,numerical_rank_1e4,seed,singular_values,spectral_norm,stable_rank,top1_spectral_mass,top5_spectral_mass,variant
300,179.88837380316508,"[0.038187854405491564, 0.07389122639495338, 0.10898850492615979, 0.1420323164598679, 0.17360262896749465, 0.20493665402372085, 0.23541572709740116, 0.2646473846219496, 0.29338174729883487, 0.3207428362924843, 0.34780639402757546, 0.3745034282946724, 0.40078808524971754, 0.4260178520046997, 0.45057988934653276, 0.4742877327689259, 0.4970183978362648, 0.5194192041265494, 0.5410868536589233, 0.5619349476808322, 0.5822840964727523, 0.6020992019753587, 0.6216948069538939, 0.6406674588293257, 0.6590866117069468, 0.676961066904734, 0.6942346596706342, 0.7110815630454388, 0.7272649974262806, 0.7428931020573111, 0.7584016338356042, 0.7735729333030307, 0.7884762716747928, 0.8026465380864014, 0.8164011836639603, 0.829393056908621, 0.8418240646749122, 0.8539303933962334, 0.8649295758027516, 0.8751256040302678, 0.8852600186292717, 0.8949630565124728, 0.9044167450435808, 0.9133799012729579, 0.9219591560923709, 0.9295843099256538, 0.9370925891748219, 0.9439972212591747, 0.950695690181302, 0.9570733927855033, 0.9631893665795778, 0.9690713657560003, 0.9737543572769206, 0.9782603031374187, 0.9823066832413999, 0.98591965416508, 0.9891844674926189, 0.9920117660326384, 0.9944970376055478, 0.9965473747467481, 0.9980724937629709, 0.9991413642713728, 0.9997877136048424, 1.0000000000000002]",50.81293050269619,5.786657564582953,1,VREX,encoder.2,38.84320435582711,63,64,64,14,"[1.4833386325830815, 1.3868333743787788, 1.3632907623210342, 1.2835275240992614, 1.2262921003110698, 1.2171139385496013, 1.1839048639771512, 1.1354512468855866, 1.1161347214927058, 1.0627923711782967, 1.0512353036998716, 1.0369983577313662, 1.0209803015276304, 0.9800049859136255, 0.9540682358642769, 0.9208886068919674, 0.8829318683545047, 0.8701190964688225, 0.8416409386964393, 0.8098067765225072, 0.7904261449916841, 0.7696821923700169, 0.7611560886573049, 0.7369585939693657, 0.7154589192866571, 0.6943011159967233, 0.6709616937652005, 0.6543877105504081, 0.6286164488341558, 0.6070456618773663, 0.6024010691230778, 0.5893018855566957, 0.5788934179583977, 0.5504185540026227, 0.5342745090110953, 0.504645987407357, 0.4828601750149236, 0.4702486005210976, 0.42724348996340555, 0.3960464080591916, 0.39365313729578605, 0.3768970833695085, 0.3672115555301702, 0.3481577090908986, 0.33324574817117464, 0.2961854085908273, 0.2916456252360508, 0.26819803505432027, 0.2601899972133464, 0.24773040557568152, 0.23756401991811615, 0.228475696030587, 0.18190239664371471, 0.17502537587562297, 0.15717436928029171, 0.1403393679201683, 0.12681581126522018, 0.10982133496490744, 0.09653591158624618, 0.07964166457398769, 0.05924050961409992, 0.04151835558776955, 0.02510627924521229, 0.008245883829080357]",1.4833386325830815,15.218608693013431,0.038187854405491564,0.17360262896749462,VREX_LAMBDA10000_ANNEAL100_RESCALE
300,1.0,[1.0],1.0,1.332837910805703,2,VREX,head,1.332837910805703,1,1,1,14,[1.332837910805703],1.332837910805703,1.0,1.0,1.0,VREX_LAMBDA10000_ANNEAL100_RESCALE
400,6.17256719022291,"[0.032597325497512424, 0.06223118565865848, 0.08887003607196418, 0.11447034451873826, 0.13876164436368338, 0.16264362392573584, 0.18582306916514696, 0.20883068334120117, 0.2311633409705779, 0.25281570682674104, 0.27415664379165783, 0.2952698373873079, 0.31601093017422516, 0.3364547881043405, 0.35627858874384544, 0.37580884638754514, 0.3951299828714608, 0.41431633822941966, 0.43311303122541706, 0.4516524742754769, 0.4699674862187736, 0.48807779608066837, 0.5058842701331928, 0.5233354127460299, 0.540430376511548, 0.5572397053515635, 0.5736953796897325, 0.5899028358333535, 0.605889416452315, 0.6216076019384319, 0.6370712737804054, 0.6521647218306309, 0.6669453901054712, 0.6815547262794142, 0.6958851634076892, 0.7099030584274137, 0.7238648914558573, 0.7375528663431795, 0.750796026124467, 0.7635451336175935, 0.7761994284373899, 0.7886284087662644, 0.8008464764910459, 0.8128401924247713, 0.8246875357460545, 0.836284793856586, 0.8475781679758198, 0.858611250263568, 0.8692717911073367, 0.8798179854609142, 0.8902051250692699, 0.9004918259196987, 0.9106062553747689, 0.9203003066416106, 0.929720996903176, 0.9389349803681248, 0.9478221764186993, 0.9563983802011404, 0.9649323792049231, 0.9727909595574443, 0.9805353817244583, 0.9878280324674349, 0.9947190002971302, 1.0000000000000002]",59.76143900420593,5.488471063743457,0,VREX,encoder.0,41.14307978875692,64,64,64,14,"[1.341154363844234, 1.2192282730588975, 1.096004348035397, 1.0532755330424135, 0.999418887693195, 0.982578190634986, 0.953673764944214, 0.9466041057943331, 0.9188343147404373, 0.8908450160354754, 0.8780318723144046, 0.8686618087013022, 0.8533524354381476, 0.8411232780087448, 0.8156122114275627, 0.803534948529716, 0.794931059967203, 0.7893857493479468, 0.7733538396990888, 0.7627697846477266, 0.753535997715093, 0.7451139236470485, 0.7326131826994409, 0.7179937529249303, 0.703339458190619, 0.6915875576602097, 0.6770371222730848, 0.666824661289775, 0.6577371619553266, 0.6466945595897876, 0.6362230844214705, 0.6209909374178872, 0.6081222141628986, 0.6010730838653116, 0.5895983181763851, 0.5767393732669448, 0.5744328102865567, 0.5631654429356007, 0.5448643795367718, 0.5245375468251404, 0.5206366614413392, 0.5113665293637726, 0.5026889352651195, 0.49345841162495024, 0.48743619155234613, 0.4771469157724096, 0.46464419247191313, 0.4539349848807468, 0.4386074825264772, 0.43390291575697565, 0.4273589136835341, 0.423226553852268, 0.41613877808770666, 0.3988431247479669, 0.3875962110967529, 0.3790916568706772, 0.3656466162071088, 0.3528514365056145, 0.35111500192980605, 0.32332619847013744, 0.318629379135276, 0.3000421113898219, 0.2835156392389118, 0.21727659213958284]",1.341154363844234,16.74731633453405,0.032597325497512424,0.13876164436368338,VREX_LAMBDA10000_ANNEAL100_RESCALE
400,142.26363081764933,"[0.03823001890456925, 0.07399929001810807, 0.10914196205296917, 0.1421832408608389, 0.1738015502489045, 0.20513055346973166, 0.23562002596891832, 0.2649079752963923, 0.29363137932698846, 0.32099988889831443, 0.3480918768322326, 0.37484500816202887, 0.40120152928997865, 0.42646074337725, 0.4509965794510467, 0.47469442611688856, 0.4975145639666856, 0.5199849080317732, 0.5415970584373032, 0.5622555318497386, 0.582720326763459, 0.60257256711014, 0.6221585240882144, 0.6411607853885342, 0.6595348884873851, 0.6775210817276963, 0.6946930640064413, 0.7115785619056934, 0.7277936120174076, 0.743377095870099, 0.7587698850309361, 0.7739663194979038, 0.7888841488011828, 0.8031227295109821, 0.8168386639712822, 0.8298253822906534, 0.8422630418198767, 0.8543931926902081, 0.8652929777520083, 0.8756167264643435, 0.885731127866549, 0.8955502745814227, 0.9049929546743528, 0.9138969845592229, 0.9225422169201828, 0.9301681760945816, 0.93757157242826, 0.9443847016572964, 0.9509921047110187, 0.9573923496810057, 0.9634550195826533, 0.9693246715074854, 0.9740126500385755, 0.9783968086187772, 0.9824491714508273, 0.98583081355276, 0.9890112609048853, 0.9918070486054479, 0.9942933236735364, 0.9963886049491358, 0.9979386385983464, 0.9990155391863121, 0.9997312734204461, 1.0000000000000002]",50.78460623348841,5.777284100272602,1,VREX,encoder.2,38.760286345408744,63,64,64,14,"[1.4818064797314936, 1.3864271907273222, 1.3621400310140044, 1.2806894278115157, 1.2255347256391487, 1.2143211357554937, 1.1817806845889398, 1.1352093024027132, 1.1133273650407745, 1.0608112678316552, 1.050093209985026, 1.0369590309792307, 1.0215863059881491, 0.9790543708826195, 0.9510160319443696, 0.9185353225376205, 0.8845150774998342, 0.870956970242652, 0.8376931382583844, 0.8007283449250128, 0.7932213108558649, 0.7694785204352306, 0.7591573008190211, 0.736533089210674, 0.7121854974515216, 0.6971500002583179, 0.6655909502424407, 0.6544867336598101, 0.6284999854351936, 0.6040202963893734, 0.5966289155285501, 0.5890181513689087, 0.5782193354470225, 0.5518914654640293, 0.5316335471760919, 0.5033689207459916, 0.4820872448193947, 0.47016812114705553, 0.4224787900987861, 0.4001514562481583, 0.3920370945618845, 0.3805929383360838, 0.3660009842700652, 0.3451227479656393, 0.3350916818334005, 0.29558436125809534, 0.2869577618219212, 0.26407883982572455, 0.2561048343618036, 0.2480753277174584, 0.23499082140555203, 0.22750938935436896, 0.18170739024618165, 0.16993124195229634, 0.15707074374575505, 0.13107341618859988, 0.1232750500748724, 0.10836553183477592, 0.096368733572562, 0.0812137022164075, 0.0600797480884223, 0.04174097515509158, 0.02774206386224415, 0.010415919172137841]",1.4818064797314936,15.20073088268249,0.03823001890456925,0.1738015502489045,VREX_LAMBDA10000_ANNEAL100_RESCALE
400,1.0,[1.0],1.0,1.3302908128352304,2,VREX,head,1.3302908128352304,1,1,1,14,[1.3302908128352304],1.3302908128352304,1.0,1.0,1.0,VREX_LAMBDA10000_ANNEAL100_RESCALE
500,6.274164129772961,"[0.03293247331043137, 0.0624199601395157, 0.08912719688894158, 0.11477042275858207, 0.13905654515602908, 0.16285986715431452, 0.18601100718314753, 0.20899683261660235, 0.23124619397591253, 0.2529326661046897, 0.27426586298129374, 0.295434201092125, 0.3161212314066054, 0.3365577502872236, 0.356347356030891, 0.37588973896691524, 0.3952762481507918, 0.41453306268873585, 0.4333836685419277, 0.4519275553861851, 0.47027116451404666, 0.4883182138697021, 0.5061406364091113, 0.5235955552622268, 0.540728214647729, 0.5575034611305947, 0.5739455405787283, 0.5902615970915327, 0.6062227478443737, 0.6219369118304989, 0.6373585549290801, 0.6523776721009866, 0.6671928040394995, 0.681825378554406, 0.6961098590211402, 0.7101163446626505, 0.7240909014322424, 0.737868851914141, 0.7511378117571642, 0.764004871122417, 0.7766886364524681, 0.7892076007301467, 0.8014036222552336, 0.8133856055141003, 0.8252004144393088, 0.8367307049309888, 0.8479867875143201, 0.8589758625957182, 0.8696603296221384, 0.8801918116817438, 0.8905315422579425, 0.9007967896818049, 0.9108789906028774, 0.9205146788035169, 0.9299071741915204, 0.9391375101218358, 0.9479884838843892, 0.9565872034798489, 0.9650668884363315, 0.9729010404553047, 0.980634268704723, 0.9878620574382302, 0.9947510978945932, 0.9999999999999997]",59.737588699310415,5.478903832913438,0,VREX,encoder.0,41.056135034713634,64,64,64,14,"[1.3520800712601733, 1.2106422410892261, 1.0964959183884955, 1.0528117440296216, 0.9970943206191674, 0.9772724022363771, 0.9504963312313319, 0.9437091528802762, 0.9134727844039788, 0.8903627281456286, 0.8758586116879881, 0.8690901479387629, 0.8493295100585233, 0.8390444788021351, 0.812484725695753, 0.8023347127214954, 0.7959351389049533, 0.7906103780082676, 0.7739330193948081, 0.7613403223462807, 0.7531176933774898, 0.7409420953239317, 0.731719786423711, 0.716631505453476, 0.7034007772349348, 0.6887267848411361, 0.6750482340740632, 0.6698742194237188, 0.6553031606180608, 0.6451628385719899, 0.6331530615125095, 0.6166269027119786, 0.6082520574246839, 0.6007569551895088, 0.5864655589429714, 0.5750521658596252, 0.5737412897826375, 0.5656693954864235, 0.544772207085356, 0.5282717267994972, 0.5207463821391988, 0.51398028787913, 0.5007215066202437, 0.4919339226597078, 0.48507039064269847, 0.4733891634158886, 0.46213124650314025, 0.4511689504484879, 0.43866292101064874, 0.43238194955482534, 0.42450937475897527, 0.42145138439884167, 0.41393620246266594, 0.3956041159178534, 0.38561955896279293, 0.3789619183708007, 0.36338677398409813, 0.35303019283683384, 0.3481430906251785, 0.3216400031734374, 0.31749646326238423, 0.2967450702452504, 0.282837375236042, 0.21549963362356286]",1.3520800712601733,16.420354619240143,0.03293247331043137,0.13905654515602908,VREX_LAMBDA10000_ANNEAL100_RESCALE
500,230.3590658460212,"[0.03820731782344055, 0.07402656666455923, 0.10922082557030927, 0.14238840726966084, 0.1740554096200859, 0.20542663080918885, 0.2359171193501006, 0.2652273737139853, 0.2939893281861889, 0.32136696616209026, 0.3484975846737126, 0.3752752622432546, 0.40171922092094464, 0.4269713764274358, 0.45148388784801785, 0.4751506988717768, 0.49804972650508544, 0.5205558697190541, 0.5421052432524697, 0.5627716313161281, 0.583261698023583, 0.6031264393943367, 0.622677295884066, 0.6416648625413123, 0.6600352107029192, 0.6780642238190651, 0.6952700778727454, 0.7121538493646579, 0.7283541434581272, 0.7440090705928888, 0.7592497602521446, 0.7744289072772697, 0.7893334670174922, 0.8035538359023646, 0.8172371669446531, 0.8301989204107301, 0.8426379284595298, 0.8547827465405532, 0.8656845482606546, 0.8760209867826848, 0.8861853618835227, 0.8959885001529414, 0.9054828318777399, 0.9143936878661787, 0.9230731556189736, 0.9306903188566554, 0.9380244829558384, 0.9447151090852122, 0.95132185389716, 0.9577181305106515, 0.9637123525094028, 0.9695545571592834, 0.9742194249025908, 0.9785579891977713, 0.9825348686199608, 0.9859383176264687, 0.9889475606804186, 0.9917385382976717, 0.9941331203143078, 0.9963325027903649, 0.9979059763403353, 0.9990189347277109, 0.9998341401599145, 0.9999999999999999]",50.73669309769096,5.768090950698602,1,VREX,encoder.2,38.67691110396494,63,64,64,14,"[1.4777410349781455, 1.3853779032387463, 1.3612052230676204, 1.282819608919316, 1.2247818348364388, 1.2133419331537563, 1.1792779148133048, 1.1336301024665687, 1.1124235562977047, 1.0588824702304718, 1.0493285203696041, 1.0356778549278105, 1.0227706390139417, 0.9766753737080587, 0.9480682251487764, 0.9153591460802623, 0.8856636561407153, 0.8704681003797715, 0.8334632044980479, 0.7993120539781565, 0.7924924885585433, 0.7683068360998998, 0.7561667384596341, 0.7343804276829253, 0.7105083227953529, 0.6973065375853938, 0.6654692877019884, 0.6530121290923573, 0.6265773345112031, 0.6054842251302236, 0.5894627991141551, 0.5870825201247737, 0.5764623321163225, 0.5499999432257993, 0.5292289783287167, 0.5013205865589668, 0.48110240852492986, 0.46972404929356687, 0.42164801600141016, 0.39978151384816096, 0.3931266322024627, 0.3791551073861822, 0.36721142411158747, 0.34464438492507954, 0.3356950027045813, 0.2946083454082108, 0.2836628128859893, 0.2587727520356529, 0.2555284817782853, 0.24738822197638327, 0.2318379913831368, 0.22595842989460174, 0.18042267501965598, 0.1678022655635317, 0.15381341188320868, 0.13163489467158476, 0.11638822608784419, 0.10794639319565373, 0.09261503578858912, 0.08506532051008095, 0.06085709661664456, 0.04304579261093719, 0.03152962803280727, 0.006414946290700411]",1.4777410349781455,15.235879625959452,0.03820731782344055,0.17405540962008592,VREX_LAMBDA10000_ANNEAL100_RESCALE
500,1.0,[1.0],1.0,1.3300671375094324,2,VREX,head,1.3300671375094324,1,1,1,14,[1.3300671375094324],1.3300671375094324,1.0,1.0,1.0,VREX_LAMBDA10000_ANNEAL100_RESCALE
0,2.3765546474130645,"[0.022585999784693337, 0.0442133307383909, 0.06555472129856846, 0.08639380277659414, 0.10694957758741891, 0.1272624401189402, 0.1473062104102884, 0.16722999355810272, 0.18698555631975364, 0.20649837683303127, 0.2256928064916484, 0.24475870734876795, 0.2635217196489371, 0.2822587574804499, 0.3008370990807165, 0.31923952555772533, 0.3372568707314115, 0.355191760748158, 0.3729749138967256, 0.3905816821682045, 0.4080757794501398, 0.42535921999443227, 0.4424096515018653, 0.45927124202572867, 0.4759908369818261, 0.49257788334058167, 0.5089927847448915, 0.5252491197965092, 0.5413187653901489, 0.5573066120138275, 0.5731033286788528, 0.5887410570942769, 0.6041444018755326, 0.6193741219282027, 0.6343911070549824, 0.6493777576618531, 0.6642048129791928, 0.6789144745655404, 0.6934576279177359, 0.7078637550248221, 0.7219600966484404, 0.7358938355909002, 0.749655965232388, 0.763369392006353, 0.7768983962413768, 0.7902349308131543, 0.803493062296469, 0.8166180111069504, 0.8296445676393804, 0.8423907444086797, 0.854886403645665, 0.8672164254444557, 0.8792845169181432, 0.8911909787852811, 0.9030593238856284, 0.9146134098253389, 0.925997765803669, 0.937278732752186, 0.9483176562687835, 0.9591746499285723, 0.9698990238713926, 0.9803313559192496, 0.9904963263481954, 1.0]",62.602016569358454,10.45573252654847,0,CORAL,encoder.0,81.87057518914537,64,64,64,14,"[1.8491287935947571, 1.770642024985227, 1.747231920497934, 1.7061075870194282, 1.6829131072207697, 1.663025739193687, 1.6409950027117828, 1.63117158625536, 1.6173992864816207, 1.5975258389845948, 1.5714589965785766, 1.5609362696715972, 1.5361386092958567, 1.5340120646067248, 1.521019512874257, 1.5066172405486706, 1.475090412751057, 1.468339761625099, 1.4559169769498903, 1.4414762456079717, 1.4322518068869063, 1.415005218608623, 1.39592863473667, 1.3804681147925357, 1.368842855985232, 1.3579910260803387, 1.3438974196439604, 1.3309155011434086, 1.3156311278369917, 1.3089341991164054, 1.2932862794655857, 1.2802698200224176, 1.2610806970781252, 1.2468659406817606, 1.2294492099362875, 1.226965705343265, 1.213899547191876, 1.2042884549119568, 1.1906563300081887, 1.1794379125050867, 1.1540755967883218, 1.1407632217545725, 1.1267134695761922, 1.1227261377987403, 1.107627358457782, 1.0918697564213453, 1.0854508504722937, 1.074547108442206, 1.066491676043965, 1.04353682356505, 1.0230268090995474, 1.00946597676169, 0.98802159038602, 0.9747888815302003, 0.9716682399087033, 0.9459396616689167, 0.932043772103868, 0.9235792527648276, 0.9037630177728234, 0.8888683157518111, 0.8780106632421865, 0.8541010253222099, 0.8322119757984455, 0.7780712282831691]",1.8491287935947571,31.97235357803688,0.022585999784693337,0.10694957758741891,CORAL_GAMMA1_SOURCE_ONLY
0,105.31786106417593,"[0.036551531001645564, 0.07106729292587899, 0.10457634598764186, 0.13639037814541977, 0.16774372399901166, 0.19789744695489697, 0.226749871205978, 0.25509881374335225, 0.2827887470018967, 0.30936871051922055, 0.3354168736925857, 0.3610950239008673, 0.3861658254698611, 0.410711047590393, 0.43472233055670223, 0.4582197774167019, 0.4807966791385518, 0.5032119163125078, 0.525074708841416, 0.5463396784078437, 0.5668695068066394, 0.5868791145580868, 0.6063744547083002, 0.6253714565378878, 0.6441450843358764, 0.6623466922423851, 0.6801483510127087, 0.6974933472762529, 0.7144129393400809, 0.731209775768913, 0.7470491752946963, 0.7626391014588425, 0.7773535777871132, 0.7916009708819, 0.8058221438099701, 0.8194036892358111, 0.8323748173502366, 0.8448162923791709, 0.8564020012859829, 0.8679048649896794, 0.8780948775048152, 0.888166877459282, 0.898062115697114, 0.9072514878194146, 0.9160368256706478, 0.9242295251680442, 0.9320319975066074, 0.9395530570329207, 0.9468191101864479, 0.9537833104359273, 0.9604583327085748, 0.9664666519145951, 0.9718243869004602, 0.9769053756381023, 0.9813279696814382, 0.9850514591129671, 0.988699628205654, 0.9916525312731296, 0.9943691320159133, 0.9965706728767081, 0.9983105554774496, 0.9990783463971866, 0.9996529408152396, 1.0]",51.72390723982504,8.020423167425513,1,CORAL,encoder.2,54.592396153813425,63,64,64,14,"[1.9954356604702275, 1.8842981485184604, 1.8293394994869134, 1.7368042468075722, 1.7116542775868122, 1.646163989120029, 1.5751229747129096, 1.5476367015420285, 1.5116598059231123, 1.4510638980916524, 1.4220316430395261, 1.4018317486676333, 1.3686751311481584, 1.3399824896874222, 1.310833471858065, 1.2827819275842813, 1.2325271627249414, 1.223701507682295, 1.193542230766787, 1.1609056427692037, 1.120772524916862, 1.0923724332494344, 1.06429733263379, 1.0370918496155639, 1.0248973259920309, 0.9936693894685058, 0.9718352077845133, 0.946904907305819, 0.9236810727094169, 0.9169795484536097, 0.8647107737500869, 0.8510914251617737, 0.8032985209088681, 0.7777993279897004, 0.7763679062610895, 0.7414491082685268, 0.7081249645845851, 0.6792099335173585, 0.632491610363443, 0.627968892215526, 0.556297200038605, 0.5498546115754458, 0.5402047659160892, 0.5016698433054411, 0.47961264431961514, 0.4472590965310165, 0.4259556608860097, 0.41059266115691045, 0.39667125223202443, 0.38019237891406377, 0.36440546024389964, 0.32800854231362847, 0.2924915908354968, 0.27738335001842135, 0.24144000604128688, 0.2032742101205635, 0.1991622923440636, 0.16120605406343647, 0.148305743941793, 0.12018739082131873, 0.0949843602008063, 0.04191554605358439, 0.03136848609811471, 0.018946792503261145]",1.9954356604702275,16.155451770862406,0.036551531001645564,0.16774372399901166,CORAL_GAMMA1_SOURCE_ONLY
0,1.0,[1.0],1.0,1.3431857131874805,2,CORAL,head,1.3431857131874805,1,1,1,14,[1.3431857131874805],1.3431857131874805,1.0,1.0,1.0,CORAL_GAMMA1_SOURCE_ONLY
100,6.913642254014831,"[0.036698035541652185, 0.06737226987693898, 0.0928000690006904, 0.11799876942195611, 0.14244847614701298, 0.16614310561458498, 0.1893609235086689, 0.2122823935950963, 0.23477860211716814, 0.2563131732893134, 0.2775736946177388, 0.29859750726164597, 0.31929002907735027, 0.33992888094074736, 0.35960487668574825, 0.37893728631180734, 0.398229065664511, 0.41732834862919943, 0.4360662924704147, 0.4546390828120018, 0.4730465976411684, 0.49125923049910036, 0.5088737666406993, 0.5262268653559189, 0.5434134428268411, 0.5600425642492758, 0.576526898217718, 0.5926830121765887, 0.6087576328745866, 0.6242695770889761, 0.6394702969108365, 0.6544803724514587, 0.6691620229773533, 0.6837333428276001, 0.6982062883424756, 0.712310368296518, 0.7261004926595962, 0.7396151089130691, 0.7529033148647704, 0.7658319682491039, 0.7783574729258842, 0.7906689128301793, 0.8028357657505513, 0.8146322982672121, 0.8262730780071692, 0.837837497645046, 0.8489510664806179, 0.8598334035208666, 0.8706338996522068, 0.8812238689434985, 0.8916090021115596, 0.9018398225672544, 0.9116469570815042, 0.9212006873715581, 0.9303826494679723, 0.9393503518039854, 0.9482135238845335, 0.9568742743482895, 0.965306961315482, 0.9730308787331322, 0.9806041412558213, 0.9879141469203954, 0.9946919388951109, 0.9999999999999997]",59.521939927542874,5.431920587657138,0,CORAL,encoder.0,40.521933429446804,64,64,64,14,"[1.4870753532103027, 1.2429792817337428, 1.0303835833500008, 1.021100060979102, 0.9907493882822517, 0.9601521979203612, 0.9408308710810869, 0.9288222849472669, 0.911589864146349, 0.872622459469355, 0.8615174299457877, 0.8519255363895698, 0.8385009915033448, 0.8363261812687907, 0.7973093897370055, 0.783386615897962, 0.7817401986658331, 0.7739398728452727, 0.759297712938437, 0.7526053738208662, 0.7459080905090432, 0.7380110962440746, 0.7137750609204575, 0.7031811109327499, 0.6964333481567394, 0.6738441512700872, 0.6679770836979824, 0.6546769743199143, 0.6513747098278814, 0.6285739708167823, 0.615962556701098, 0.6082372818280635, 0.5949288652446991, 0.590458052950879, 0.5864717346817915, 0.5715245889813029, 0.5588025014244514, 0.5476383801477485, 0.5384637969716163, 0.523894031772356, 0.5075576666827153, 0.4988833482224774, 0.49302440408518355, 0.4780183053384342, 0.4717069016893986, 0.46861264271622954, 0.4503432965186186, 0.44097333710176023, 0.43765698523916885, 0.4291260306416071, 0.42082567489211126, 0.4145726254342889, 0.3974040519200626, 0.3871356228164546, 0.3720708568226017, 0.3633886370750184, 0.35915286902170207, 0.3509503537413715, 0.34170877991593485, 0.3129880674125686, 0.3068832397881335, 0.29621556290875156, 0.27464923519806245, 0.21509289873174173]",1.4870753532103027,13.342612486618806,0.036698035541652185,0.14244847614701295,CORAL_GAMMA1_SOURCE_ONLY
100,204.99793090114233,"[0.04050464152003885, 0.07820514029420683, 0.11323079529184141, 0.14638440261269395, 0.1787960315069293, 0.20967145960168446, 0.23956232674925523, 0.26865174575860645, 0.2968762009791549, 0.32407746714320096, 0.3510678901045383, 0.3775380300945837, 0.403648993804872, 0.4286195631165631, 0.4528285437283293, 0.47620430674178094, 0.4986576448503476, 0.520806919902412, 0.5424516452399417, 0.5634111214484224, 0.5834485423829264, 0.6032164057018203, 0.6225542364897516, 0.641481740535783, 0.6597380130758286, 0.6772000523099835, 0.694242017733849, 0.7108216045391056, 0.7271159378535401, 0.7429936728686999, 0.7579803306181252, 0.7728341469895869, 0.7874758972626897, 0.8013739464315567, 0.8147732580069604, 0.8279604214350079, 0.8405666170534669, 0.852680684946072, 0.8636257514906743, 0.8741879069227534, 0.884158407545789, 0.8937835449538881, 0.9031490444526854, 0.9122853182693005, 0.9208834683265708, 0.9289848625629874, 0.9365274839811795, 0.9435908025849941, 0.9504072451450434, 0.9566085246178112, 0.9624430679977433, 0.9680299631125935, 0.9731971295599975, 0.9779862795527678, 0.9823343137244968, 0.9859139720787025, 0.9894315547407715, 0.992269037301633, 0.9949697695300779, 0.9969038101911093, 0.9982483812069244, 0.9993304459650569, 0.9998024143885649, 1.0]",50.734996481133514,5.84226762359119,1,CORAL,encoder.2,39.12091681328087,63,64,64,14,"[1.5845787114572025, 1.4748780763634228, 1.3702357354931376, 1.296999514059252, 1.2679726377543123, 1.2078750540693517, 1.1693581271569462, 1.1380047412115013, 1.104166564783246, 1.064138470819558, 1.0558900914257439, 1.0355361445864641, 1.021484839224784, 0.97687156482293, 0.9470775166472373, 0.9144812802962081, 0.878395172325704, 0.8664999467862897, 0.8467614993758142, 0.8199539252019128, 0.7838822775314233, 0.773336936474755, 0.7565136696039622, 0.7404613112678311, 0.7142021193597061, 0.6831309842696189, 0.6666973116818513, 0.6486086362070153, 0.6374492581218655, 0.621151550711384, 0.5862917911243767, 0.581094914627699, 0.5727986944348893, 0.543704425402129, 0.5241933534966028, 0.5158939234717854, 0.4931659301216804, 0.4739134422970383, 0.42818103780721173, 0.41320120402730726, 0.39005512546054255, 0.3765441998586413, 0.3663869268072727, 0.35741940796315635, 0.33636751313857594, 0.316933969994449, 0.2950742650551617, 0.27632349952553087, 0.26666548235419646, 0.2425997383900574, 0.2282526862098021, 0.2185644590325814, 0.20214428874926774, 0.18735593847349472, 0.1700990831335105, 0.14003951669484818, 0.13761105870664286, 0.11100491922259662, 0.10565512084393819, 0.07566144381371287, 0.05260085085925094, 0.04233136538948577, 0.01846383743454877, 0.007729730268454981]",1.5845787114572025,13.593624237452627,0.04050464152003885,0.17879603150692933,CORAL_GAMMA1_SOURCE_ONLY
100,1.0,[1.0],1.0,1.4321923751169023,2,CORAL,head,1.4321923751169023,1,1,1,14,[1.4321923751169023],1.4321923751169023,1.0,1.0,1.0,CORAL_GAMMA1_SOURCE_ONLY
