K,method,normalization_scale,normalized_clean_task_response,normalized_counterfactual_response,normalized_source_response,opaque_direction_id,seed
20,VREX,6.289826364285101,0.9030150930797096,1.4693932666366385,1.1711035279823057,u003,10
1,VREX,0.5639620776808891,0.0,0.0,0.0,u004,10
5,VREX,4.716858602376712,0.0,0.0,0.0,u004,10
20,VREX,6.289826364285101,0.0,0.0,0.0,u004,10
1,VREX,0.5639620776808891,0.006066091573067748,0.016443462021385257,0.01435567787629636,u005,10
5,VREX,4.716858602376712,0.004859982343229843,0.024249206128404588,0.017639202585196603,u005,10
20,VREX,6.289826364285101,0.08857450186255156,0.18405194280740067,0.1605865099509354,u005,10
1,VREX,0.5639620776808891,0.34742430297244775,2.178813995710261,1.6854604446774883,u006,10
5,VREX,4.716858602376712,0.28305291111878783,2.214150185861124,1.722254004442275,u006,10
20,VREX,6.289826364285101,0.6472168876841391,1.544059991059774,1.2659889334771006,u006,10
1,VREX,0.5639620776808891,0.0042893748091457524,0.011627286495755486,0.010150998018769761,u007,10
5,VREX,4.716858602376712,0.003436526152325492,0.0171467797897374,0.012472799808977955,u007,10
20,VREX,6.289826364285101,0.06263162689565085,0.13014438351985136,0.1135518117862043,u007,10
1,VREX,0.5639620776808891,0.0042893748091457524,0.011627286495755486,0.010150998018769761,u008,10
5,VREX,4.716858602376712,0.003436526152325492,0.0171467797897374,0.012472799808977955,u008,10
20,VREX,6.289826364285101,0.06263162689565085,0.13014438351985136,0.1135518117862043,u008,10
1,VREX,0.5639620776808891,0.18235540613513124,0.37434321121189573,0.28197252260434735,u009,10
5,VREX,4.716858602376712,0.09090871053448663,0.1702006115386602,0.12947858929959716,u009,10
20,VREX,6.289826364285101,0.6385280531741296,1.0390179599603921,0.8280952361885172,u009,10
1,VREX,0.5639620776808891,0.18235540613513124,0.37434321121189573,0.28197252260434735,u010,10
5,VREX,4.716858602376712,0.09090871053448663,0.1702006115386602,0.12947858929959716,u010,10
20,VREX,6.289826364285101,0.6385280531741296,1.0390179599603921,0.8280952361885172,u010,10
1,CORAL,10.93771908081223,0.0892845416955297,1.7072333469442231,1.2109279804455089,u000,10
5,CORAL,98.53429565504068,0.2025747646504643,1.7116177117126168,1.2128628910752997,u000,10
20,CORAL,99.9639367310885,0.25989589675593916,1.5589165358620276,1.09601026262146,u000,10
1,CORAL,10.93771908081223,0.14531741483542665,1.702905866660431,1.2006133328372661,u001,10
5,CORAL,98.53429565504068,0.19592759698756607,1.7090716971568847,1.209633954301285,u001,10
20,CORAL,99.9639367310885,0.2661988098986562,1.5527276279141211,1.0891120229376077,u001,10
1,CORAL,10.93771908081223,0.0,0.0,0.0,u002,10
5,CORAL,98.53429565504068,0.0,0.0,0.0,u002,10
20,CORAL,99.9639367310885,0.0,0.0,0.0,u002,10
1,CORAL,10.93771908081223,0.12575091658559967,0.5565657823053862,0.30361332511437067,u003,10
5,CORAL,98.53429565504068,0.16170277967493818,0.560200166511095,0.2564162710395767,u003,10
20,CORAL,99.9639367310885,0.7595445464751029,1.2845547441308973,0.7826854449401306,u003,10
1,CORAL,10.93771908081223,0.0,0.0,0.0,u004,10
5,CORAL,98.53429565504068,0.0,0.0,0.0,u004,10
20,CORAL,99.9639367310885,0.0,0.0,0.0,u004,10
1,CORAL,10.93771908081223,0.16126151642190645,2.4103472279651066,1.704626849208817,u005,10
5,CORAL,98.53429565504068,0.2816918069258178,2.418709337073921,1.7129301302613567,u005,10
20,CORAL,99.9639367310885,0.3712213302961096,2.1991805475665718,1.544456059711159,u005,10
1,CORAL,10.93771908081223,0.05553015515596004,0.06900233338143963,0.04546043617881095,u006,10
5,CORAL,98.53429565504068,0.008594441463520354,0.020137601161379238,0.010985550585281962,u006,10
20,CORAL,99.9639367310885,0.02454347718725811,0.06919779987542901,0.045380955547195255,u006,10
1,CORAL,10.93771908081223,0.11402910983748636,1.7043729480445196,1.2053532281303734,u007,10
5,CORAL,98.53429565504068,0.19918618900076454,1.7102857811004974,1.2112244971820056,u007,10
20,CORAL,99.9639367310885,0.26249313543757985,1.555055585371601,1.0920953528522177,u007,10
1,CORAL,10.93771908081223,0.11402910983748636,1.7043729480445196,1.2053532281303734,u008,10
5,CORAL,98.53429565504068,0.19918618900076454,1.7102857811004974,1.2112244971820056,u008,10
20,CORAL,99.9639367310885,0.26249313543757985,1.555055585371601,1.0920953528522177,u008,10
1,CORAL,10.93771908081223,0.08891932444514253,0.3935514258014727,0.2146870362614334,u009,10
5,CORAL,98.53429565504068,0.11434112694096543,0.3961213285467658,0.18131368094690833,u009,10
20,CORAL,99.9639367310885,0.5370790642437627,0.9083173760667981,0.5534421964642744,u009,10
1,CORAL,10.93771908081223,0.08891932444514253,0.3935514258014727,0.2146870362614334,u010,10
5,CORAL,98.53429565504068,0.11434112694096543,0.3961213285467658,0.18131368094690833,u010,10
20,CORAL,99.9639367310885,0.5370790642437627,0.9083173760667981,0.5534421964642744,u010,10
1,FISHR,0.1614519426188726,0.36567316463262506,1.5350953712853632,1.2123054928063994,u000,10
5,FISHR,2.2992204225452526,0.3088757221752162,1.6185736021181387,1.2859525668308442,u000,10
20,FISHR,15.139583671452591,0.28124087246120255,1.6053283425268279,1.2749489630339546,u000,10
1,FISHR,0.1614519426188726,0.3354467374330849,1.3539740055082756,1.0670248418039228,u001,10
5,FISHR,2.2992204225452526,0.27418699290137444,1.4167252195021003,1.124811472218073,u001,10
20,FISHR,15.139583671452591,0.26002536611325955,1.4697229601229396,1.1713091786980054,u001,10
1,FISHR,0.1614519426188726,0.0,0.0,0.0,u002,10
5,FISHR,2.2992204225452526,0.0,0.0,0.0,u002,10
20,FISHR,15.139583671452591,0.0,0.0,0.0,u002,10
1,FISHR,0.1614519426188726,0.20218117407693292,0.7768128752990783,0.6259180290162469,u003,10
5,FISHR,2.2992204225452526,0.0815102285311481,0.34936063539533097,0.2848247668745896,u003,10
20,FISHR,15.139583671452591,0.015291801180408222,0.057016193979511694,0.05039791221917967,u003,10
1,FISHR,0.1614519426188726,0.0,0.0,0.0,u004,10
5,FISHR,2.2992204225452526,0.0,0.0,0.0,u004,10
20,FISHR,15.139583671452591,0.0,0.0,0.0,u004,10
1,FISHR,0.1614519426188726,0.022050703118325125,0.13021216572945454,0.10475829829494641,u005,10
5,FISHR,2.2992204225452526,0.024783223044023448,0.14331468895168073,0.11447111377628909,u005,10
20,FISHR,15.139583671452591,0.01679660984803188,0.09943172242741652,0.07651138187280605,u005,10
1,FISHR,0.1614519426188726,0.49573693199557023,2.042745843665965,1.6115993843356957,u006,10
5,FISHR,2.2992204225452526,0.4122723747292575,2.1462413277149595,1.7046321765688235,u006,10
20,FISHR,15.139583671452591,0.38265845264496906,2.1742306212289897,1.7296260113070658,u006,10
1,FISHR,0.1614519426188726,0.01559220154430346,0.09207390090493484,0.07407530067212947,u007,10
5,FISHR,2.2992204225452526,0.0175243863305448,0.1013387914370652,0.08094329986097325,u007,10
20,FISHR,15.139583671452591,0.011876996941624193,0.07030884803691329,0.05410172228905532,u007,10
1,FISHR,0.1614519426188726,0.01559220154430346,0.09207390090493484,0.07407530067212947,u008,10
5,FISHR,2.2992204225452526,0.0175243863305448,0.1013387914370652,0.08094329986097325,u008,10
20,FISHR,15.139583671452591,0.011876996941624193,0.07030884803691329,0.05410172228905532,u008,10
1,FISHR,0.1614519426188726,0.14296368445168658,0.5492896488360869,0.4425908656738068,u009,10
5,FISHR,2.2992204225452526,0.05763643033874809,0.24703526000834375,0.20140152025597904,u009,10
20,FISHR,15.139583671452591,0.010812936192002187,0.040316536862419594,0.03563670735883362,u009,10
1,FISHR,0.1614519426188726,0.14296368445168658,0.5492896488360869,0.4425908656738068,u010,10
5,FISHR,2.2992204225452526,0.05763643033874809,0.24703526000834375,0.20140152025597904,u010,10
20,FISHR,15.139583671452591,0.010812936192002187,0.040316536862419594,0.03563670735883362,u010,10
1,MLDG,11.681733533261633,0.07316612037206312,1.6142795883794643,1.2239079158553436,u000,10
5,MLDG,102.57870536076946,0.1626206296116136,1.6317840132141148,1.223334707469681,u000,10
20,MLDG,93.35870617393813,0.23590703293682103,1.5062496767478546,1.056404420193791,u000,10
1,MLDG,11.681733533261633,0.09220889684869087,1.5848461209612246,1.1956608130401445,u001,10
5,MLDG,102.57870536076946,0.16170348047249553,1.61386356052881,1.208032959622832,u001,10
20,MLDG,93.35870617393813,0.22735653365807756,1.500036733441291,1.0467765890600187,u001,10
1,MLDG,11.681733533261633,0.0,0.0,0.0,u002,10
5,MLDG,102.57870536076946,0.0,0.0,0.0,u002,10
20,MLDG,93.35870617393813,0.0,0.0,0.0,u002,10
1,MLDG,11.681733533261633,0.1286393703576738,0.4693499038693567,0.26915540801978266,u003,10
5,MLDG,102.57870536076946,0.1699770303284245,0.4620878690124162,0.2100203846413799,u003,10
20,MLDG,93.35870617393813,0.9339543732447393,1.3484839348517474,0.887844847701911,u003,10
1,MLDG,11.681733533261633,0.0,0.0,0.0,u004,10
5,MLDG,102.57870536076946,0.0,0.0,0.0,u004,10
20,MLDG,93.35870617393813,0.0,0.0,0.0,u004,10
1,MLDG,11.681733533261633,0.11027236330695056,2.2614860537307315,1.7104521875748662,u005,10
5,MLDG,102.57870536076946,0.22920710744372627,2.294953070341302,1.7192036383325546,u005,10
20,MLDG,93.35870617393813,0.32629070541881444,2.1242012794820337,1.4860032254785371,u005,10
1,MLDG,11.681733533261633,0.04117966941457261,0.05758835491779588,0.04368825204214721,u006,10
5,MLDG,102.57870536076946,0.007588929168530375,0.021584575060092235,0.015168255697252676,u006,10
20,MLDG,93.35870617393813,0.029622448011998773,0.081655424275242,0.05937906196293358,u006,10
1,MLDG,11.681733533261633,0.0779743329571406,1.599112049183282,1.2094723436995456,u007,10
5,MLDG,102.57870536076946,0.16207391017648967,1.622776781234895,1.2156605166679908,u007,10
20,MLDG,93.35870617393813,0.23072238870723752,1.5020371073430887,1.0507629539153862,u007,10
1,MLDG,11.681733533261633,0.0779743329571406,1.599112049183282,1.2094723436995456,u008,10
5,MLDG,102.57870536076946,0.16207391017648967,1.622776781234895,1.2156605166679908,u008,10
20,MLDG,93.35870617393813,0.23072238870723752,1.5020371073430887,1.0507629539153862,u008,10
1,MLDG,11.681733533261633,0.09096176289859625,0.3318804973681151,0.19032161485056712,u009,10
5,MLDG,102.57870536076946,0.12019191588587627,0.3267454767813899,0.1485068432431972,u009,10
20,MLDG,93.35870617393813,0.6604054895095793,0.9535221291445647,0.6278011028853806,u009,10
1,MLDG,11.681733533261633,0.09096176289859625,0.3318804973681151,0.19032161485056712,u010,10
5,MLDG,102.57870536076946,0.12019191588587627,0.3267454767813899,0.1485068432431972,u010,10
20,MLDG,93.35870617393813,0.6604054895095793,0.9535221291445647,0.6278011028853806,u010,10
1,WEIGHT_NUCLEAR,9.86756270112509,0.1507390468429791,1.7588596194614516,1.2117660180467718,u000,10
5,WEIGHT_NUCLEAR,89.86140469785224,0.26529429341938343,1.7759473839020303,1.2133874980444714,u000,10
20,WEIGHT_NUCLEAR,95.99762183645123,0.278653789310018,1.610090246381866,1.10031525134921,u000,10
1,WEIGHT_NUCLEAR,9.86756270112509,0.21185872000350653,1.7594884074702506,1.2036057878059303,u001,10
5,WEIGHT_NUCLEAR,89.86140469785224,0.24729918823351787,1.7642997066899782,1.2074608433650886,u001,10
20,WEIGHT_NUCLEAR,95.99762183645123,0.23057809461341952,1.6139628958247043,1.1018565861730159,u001,10
1,WEIGHT_NUCLEAR,9.86756270112509,0.0,0.0,0.0,u002,10
5,WEIGHT_NUCLEAR,89.86140469785224,0.0,0.0,0.0,u002,10
20,WEIGHT_NUCLEAR,95.99762183645123,0.0,0.0,0.0,u002,10
1,WEIGHT_NUCLEAR,9.86756270112509,0.11474849599858732,0.558141124518857,0.2880212232918411,u003,10
5,WEIGHT_NUCLEAR,89.86140469785224,0.17833524335321635,0.5966633236461321,0.26406266553486824,u003,10
20,WEIGHT_NUCLEAR,95.99762183645123,0.7613683801201651,1.274115177414684,0.7584315467828393,u003,10
1,WEIGHT_NUCLEAR,9.86756270112509,0.0,0.0,0.0,u004,10
5,WEIGHT_NUCLEAR,89.86140469785224,0.0,0.0,0.0,u004,10
20,WEIGHT_NUCLEAR,95.99762183645123,0.0,0.0,0.0,u004,10
1,WEIGHT_NUCLEAR,9.86756270112509,0.25410813255291104,2.4866905345598838,1.7072500991536468,u005,10
5,WEIGHT_NUCLEAR,89.86140469785224,0.3623418416892148,2.503221421036125,1.711754155766553,u005,10
20,WEIGHT_NUCLEAR,95.99762183645123,0.3589841444636917,2.2788229253594934,1.5566359535860101,u005,10
1,WEIGHT_NUCLEAR,9.86756270112509,0.055094927710174164,0.07587437925636697,0.048379567094704194,u006,10
5,WEIGHT_NUCLEAR,89.86140469785224,0.01569535037452939,0.024994499347383303,0.012958957572472524,u006,10
20,WEIGHT_NUCLEAR,95.99762183645123,0.044096946357721004,0.06505917744943747,0.04081918339127626,u006,10
1,WEIGHT_NUCLEAR,9.86756270112509,0.17968157368796134,1.758355699898298,1.2072081264859118,u007,10
5,WEIGHT_NUCLEAR,89.86140469785224,0.2562143648601631,1.7700448413323364,1.2103930117461328,u007,10
20,WEIGHT_NUCLEAR,95.99762183645123,0.2538401384890245,1.6113712216675267,1.10070777752714,u007,10
1,WEIGHT_NUCLEAR,9.86756270112509,0.17968157368796134,1.758355699898298,1.2072081264859118,u008,10
5,WEIGHT_NUCLEAR,89.86140469785224,0.2562143648601631,1.7700448413323364,1.2103930117461328,u008,10
20,WEIGHT_NUCLEAR,95.99762183645123,0.2538401384890245,1.6113712216675267,1.10070777752714,u008,10
1,WEIGHT_NUCLEAR,9.86756270112509,0.08113943987046719,0.3946653512489545,0.20366176374923994,u009,10
5,WEIGHT_NUCLEAR,89.86140469785224,0.126102067357865,0.4219046957464729,0.18672050542837074,u009,10
20,WEIGHT_NUCLEAR,95.99762183645123,0.5383687667274142,0.9009354775099425,0.5362920894588752,u009,10
1,WEIGHT_NUCLEAR,9.86756270112509,0.08113943987046719,0.3946653512489545,0.20366176374923994,u010,10
5,WEIGHT_NUCLEAR,89.86140469785224,0.126102067357865,0.4219046957464729,0.18672050542837074,u010,10
20,WEIGHT_NUCLEAR,95.99762183645123,0.5383687667274142,0.9009354775099425,0.5362920894588752,u010,10
1,FEATURE_NUCLEAR,9.20278083936429,0.15700338358164548,1.784304650747477,1.2152772724081342,u000,10
5,FEATURE_NUCLEAR,84.71653279474143,0.200780547525487,1.8221901181941467,1.2158713153453924,u000,10
20,FEATURE_NUCLEAR,90.84264662471682,0.2418169615466415,1.5291627656214264,0.9954710920222072,u000,10
1,FEATURE_NUCLEAR,9.20278083936429,0.21518418735205824,1.786794024864778,1.2081653226830382,u001,10
5,FEATURE_NUCLEAR,84.71653279474143,0.20360433604685602,1.8250206385448577,1.2152335251728268,u001,10
20,FEATURE_NUCLEAR,90.84264662471682,0.22640190154274478,1.5373606824221215,1.0073550983240138,u001,10
1,FEATURE_NUCLEAR,9.20278083936429,0.0,0.0,0.0,u002,10
5,FEATURE_NUCLEAR,84.71653279474143,0.0,0.0,0.0,u002,10
20,FEATURE_NUCLEAR,90.84264662471682,0.0,0.0,0.0,u002,10
1,FEATURE_NUCLEAR,9.20278083936429,0.1246989045758153,0.6158971882071118,0.2518684264328968,u003,10
5,FEATURE_NUCLEAR,84.71653279474143,0.19934070153862202,0.6803475818830826,0.21181223717297376,u003,10
20,FEATURE_NUCLEAR,90.84264662471682,0.8154323690272443,1.6638331091148748,0.9971323938317649,u003,10
1,FEATURE_NUCLEAR,9.20278083936429,0.0,0.0,0.0,u004,10
5,FEATURE_NUCLEAR,84.71653279474143,0.0,0.0,0.0,u004,10
20,FEATURE_NUCLEAR,90.84264662471682,0.0,0.0,0.0,u004,10
1,FEATURE_NUCLEAR,9.20278083936429,0.25872399818920594,2.5238891826997376,1.7130609024113994,u005,10
5,FEATURE_NUCLEAR,84.71653279474143,0.28574404634450756,2.578854760740295,1.7190049982733084,u005,10
20,FEATURE_NUCLEAR,90.84264662471682,0.32976689747218996,2.166945609059213,1.4154136885541095,u005,10
1,FEATURE_NUCLEAR,9.20278083936429,0.06337331257701004,0.07974645009436157,0.04454473293959048,u006,10
5,FEATURE_NUCLEAR,84.71653279474143,0.010857953852853432,0.024185574423455144,0.012533069113718723,u006,10
20,FEATURE_NUCLEAR,90.84264662471682,0.03141763251439473,0.07851042572042698,0.04828126364851406,u006,10
1,FEATURE_NUCLEAR,9.20278083936429,0.18294551271574294,1.784659061682502,1.2113170929104795,u007,10
5,FEATURE_NUCLEAR,84.71653279474143,0.202051557431299,1.8235256771124109,1.2155200894666849,u007,10
20,FEATURE_NUCLEAR,90.84264662471682,0.23318041353286992,1.5322619698768383,1.000848633848504,u007,10
1,FEATURE_NUCLEAR,9.20278083936429,0.18294551271574294,1.784659061682502,1.2113170929104795,u008,10
5,FEATURE_NUCLEAR,84.71653279474143,0.202051557431299,1.8235256771124109,1.2155200894666849,u008,10
20,FEATURE_NUCLEAR,90.84264662471682,0.23318041353286992,1.5322619698768383,1.000848633848504,u008,10
1,FEATURE_NUCLEAR,9.20278083936429,0.08817543282372656,0.4355050793327866,0.17809786802914457,u009,10
5,FEATURE_NUCLEAR,84.71653279474143,0.1409551516530098,0.48107840884552816,0.14977387060536673,u009,10
20,FEATURE_NUCLEAR,90.84264662471682,0.5765977469936859,1.1765076375134724,0.7050790462729473,u009,10
1,FEATURE_NUCLEAR,9.20278083936429,0.08817543282372656,0.4355050793327866,0.17809786802914457,u010,10
5,FEATURE_NUCLEAR,84.71653279474143,0.1409551516530098,0.48107840884552816,0.14977387060536673,u010,10
20,FEATURE_NUCLEAR,90.84264662471682,0.5765977469936859,1.1765076375134724,0.7050790462729473,u010,10
1,ERM,10.061015134543288,0.08550377402805188,1.7492466865762712,1.216878729705025,u000,11
5,ERM,90.2875926013469,0.09253187009450912,1.725344387571851,1.2097727633544033,u000,11
20,ERM,93.34768949190057,0.12592960407836915,1.3159068955508493,0.9628016857661268,u000,11
1,ERM,10.061015134543288,0.0826328854701853,1.70538778165463,1.200603066401231,u001,11
5,ERM,90.2875926013469,0.08209663198296414,1.7106652067209172,1.2095045570865819,u001,11
20,ERM,93.34768949190057,0.18500152051750648,1.2995162456568554,0.975497198072572,u001,11
1,ERM,10.061015134543288,0.0,0.0,0.0,u002,11
5,ERM,90.2875926013469,0.0,0.0,0.0,u002,11
20,ERM,93.34768949190057,0.0,0.0,0.0,u002,11
1,ERM,10.061015134543288,0.12670822939555568,0.5566259503496863,0.2788519932488369,u003,11
5,ERM,90.2875926013469,0.1778310646912013,0.5802494727514483,0.2711984281528499,u003,11
20,ERM,93.34768949190057,0.860830894150609,1.3890014917541524,1.0589703161271342,u003,11
1,ERM,10.061015134543288,0.0,0.0,0.0,u004,11
5,ERM,90.2875926013469,0.0,0.0,0.0,u004,11
20,ERM,93.34768949190057,0.0,0.0,0.0,u004,11
1,ERM,10.061015134543288,0.11850699570123494,2.442508386797917,1.709242663749623,u005,11
5,ERM,90.2875926013469,0.12239574864308705,2.4294115289160394,1.7105729315966383,u005,11
20,ERM,93.34768949190057,0.21767871551900092,1.8473242547979167,1.3694258688082646,u005,11
1,ERM,10.061015134543288,0.00975612627778714,0.04863188437380583,0.027051027622130797,u006,11
5,ERM,90.2875926013469,0.01792438215604612,0.033888432849316155,0.019785370775617893,u006,11
20,ERM,93.34768949190057,0.05195962351998555,0.08801842089361347,0.05705261050493622,u006,11
1,ERM,10.061015134543288,0.0837971026601405,1.7271141959171747,1.2086170087323316,u007,11
5,ERM,90.2875926013469,0.08654686814207917,1.717853540303473,1.2095577082341746,u007,11
20,ERM,93.34768949190057,0.15392210412040888,1.3062554521534804,0.9683302935600738,u007,11
1,ERM,10.061015134543288,0.0837971026601405,1.7271141959171747,1.2086170087323316,u008,11
5,ERM,90.2875926013469,0.08654686814207917,1.717853540303473,1.2095577082341746,u008,11
20,ERM,93.34768949190057,0.15392210412040888,1.3062554521534804,0.9683302935600738,u008,11
1,ERM,10.061015134543288,0.08959623901477728,0.3935939550493787,0.19717812439456167,u009,11
5,ERM,90.2875926013469,0.1257455490195079,0.41029834031923135,0.1917662351021224,u009,11
20,ERM,93.34768949190057,0.6086993584974272,0.9821724092421514,0.7488050717495356,u009,11
1,ERM,10.061015134543288,0.08959623901477728,0.3935939550493787,0.19717812439456167,u010,11
5,ERM,90.2875926013469,0.1257455490195079,0.41029834031923135,0.1917662351021224,u010,11
20,ERM,93.34768949190057,0.6086993584974272,0.9821724092421514,0.7488050717495356,u010,11
1,IRMv1,3.7990109874220903,0.0009093589709326782,0.017684867787472386,0.014589741995516232,u000,11
5,IRMv1,29.205133797048557,0.0017882154658069676,0.035215091409809884,0.028052084762104183,u000,11
20,IRMv1,26.705419471855066,0.00979331114855916,0.1251522715588906,0.09808310392240997,u000,11
1,IRMv1,3.7990109874220903,0.003782132447720887,0.09119646661863277,0.07403224562331669,u001,11
