method,lambda,source_design,valid,norm_z0,pi_O_operator_norm,A_irreducible_operator_norm,A_recoverable_operator_norm,E_operator_norm,decomposition_residual,affine_regret,information_floor,total_excess,min_local_metric_eigenvalue,condition_number,fd_error_max,fd_errors,factorization_residual,spectral_slack_min_eigenvalue,seed,status
L2,0.1,irrelevant_source_diversity,True,1.333009089021607,3.2842474740922887,6.7373805017029245,9.528094880376322,10.634459092469479,0.0,81.20776226948385,22.696148012363373,58.51161425712048,0.1022607104549787,277.2879057679775,6.733351274984194e-05,"[9.67804064897898e-07, 2.2302086627731285e-05, 6.733351274984194e-05]",0.0,-110.97244923211704,1,PASS
IRMV1,0.001,irrelevant_source_diversity,True,0.00035705448082928816,3.347767006196051,6.7373805017029245,9.528094880376322,10.332256034450703,0.0,75.35129481348558,22.696148012363373,52.65514680112221,0.0022608491764281227,13026.236757631905,7.35780367389374e-05,"[2.5370173140106327e-06, 2.493027272913322e-05, 7.35780367389374e-05]",0.0,-105.30458652264008,1,PASS
IRMV1,0.01,irrelevant_source_diversity,True,0.003471263104937664,3.347163890415549,6.7373805017029245,9.528094880376322,10.329433489666997,0.0,75.34768470725243,22.696148012363373,52.65153669488905,0.0022609800113280033,17911.803876969025,7.361545417239501e-05,"[2.3546751175284507e-06, 2.4945956489512745e-05, 7.361545417239501e-05]",0.0,-105.25411118310328,1,PASS
IRMV1,0.1,irrelevant_source_diversity,True,0.03337114056074869,3.3446313373605423,6.7373805017029245,9.528094880376322,10.322286853769478,0.0,75.48169478751102,22.696148012363373,52.785546775147644,0.0022530710720270537,69002.948817527,7.244461113336749e-05,"[1.815169226302815e-06, 2.4585965890810804e-05, 7.244461113336749e-05]",0.0,-105.17144663180943,1,PASS
VREX,0.001,irrelevant_source_diversity,True,1.9557107614850654e-05,3.3478639913459864,6.7373805017029245,9.528094880376322,10.332703664424379,0.0,75.35288729979885,22.696148012363373,52.65673928743548,0.0022607147306241446,12498.546000238473,7.357486510045785e-05,"[2.549183505781396e-06, 2.4928802218222748e-05, 7.357486510045785e-05]",0.0,-105.31334007640541,1,PASS
VREX,0.01,irrelevant_source_diversity,True,0.0001954415592165293,3.34783095413442,6.7373805017029245,9.528094880376322,10.332136200691703,0.0,75.3488247006795,22.696148012363373,52.65267668831613,0.0022607531725969496,12498.289012405401,7.359450206571034e-05,"[2.4944780381979276e-06, 2.4934981005448586e-05, 7.359450206571034e-05]",0.0,-105.30396978630094,1,PASS
VREX,0.1,irrelevant_source_diversity,True,0.0019415896063431615,3.347506594737031,6.7373805017029245,9.528094880376322,10.326565132293188,0.0,75.30896762002908,22.696148012363373,52.612819607665706,0.0022611337890773276,12495.74911049852,7.378225816418517e-05,"[2.0529420389011525e-06, 2.4994798694840488e-05, 7.378225816418517e-05]",0.0,-105.21194052614086,1,PASS
ERM,0.0,declared_source_target_coupled_correlation,True,0.0,2.434868073239012,0.0,8.933731704547055,9.587421616209593,0.0,45.95932662348148,0.0,45.95932662348148,0.0014078454038041785,13754.376422834268,3.924875073044144e-06,"[3.924875073044144e-06, 9.812184470639524e-07, 2.4530424173759077e-07]",0.0,-91.91865324696296,2,PASS
L2,0.001,declared_source_target_coupled_correlation,True,0.20335827453880156,2.467620934573485,0.0,8.933731704547055,9.613157816778807,0.0,46.35870512640484,0.0,46.35870512640484,0.002407845403804176,8042.474653266678,3.4318963905067145e-06,"[3.4318963905067145e-06, 8.579742125421873e-07, 2.1449357673501746e-07]",0.0,-92.41280321029546,2,PASS
L2,0.01,declared_source_target_coupled_correlation,True,0.6925008336809687,2.5334409866461653,0.0,8.933731704547055,9.687984040313667,0.0,47.93450166323173,0.0,47.93450166323173,0.011407845403804169,1698.308045322834,2.0249397192801096e-06,"[2.0249397192801096e-06, 5.062346405678819e-07, 1.2655842399495826e-07]",0.0,-93.8570347653723,2,PASS
L2,0.1,declared_source_target_coupled_correlation,True,1.188626162646545,2.2358197333158136,0.0,8.933731704547055,9.426392928836796,0.0,47.12097064183559,0.0,47.12097064183559,0.10140784540380424,191.93816367534788,7.217057678176676e-07,"[7.217057678176676e-07, 1.8042731712401922e-07, 4.5104825908822644e-08]",0.0,-88.85688364882435,2,PASS
IRMV1,0.001,declared_source_target_coupled_correlation,True,0.00038946545397537284,2.434386595013424,0.0,8.933731704547055,9.587095215537031,0.0,45.9587895934099,0.0,45.9587895934099,0.0014079202266173182,14326.724526709597,3.904798296766457e-06,"[3.904798296766457e-06, 9.761982283838863e-07, 2.4405181306442213e-07]",0.0,-91.91239467177304,2,PASS
IRMV1,0.01,declared_source_target_coupled_correlation,True,0.0037063576056520623,2.430450730163531,0.0,8.933731704547055,9.585924829388615,0.0,45.967241322620076,0.0,45.967241322620076,0.0014079456817422309,19689.635522109365,3.6810084500971e-06,"[3.6810084500971e-06, 9.202514873730473e-07, 2.3006378647103805e-07]",0.0,-91.88995483468919,2,PASS
IRMV1,0.1,declared_source_target_coupled_correlation,True,0.03581597562920432,2.5014226243711666,0.0,8.933731704547055,9.596723186641519,0.0,46.23360989605467,0.0,46.23360989605467,0.0014028762671297482,76819.17864453713,2.1090319282765074e-06,"[2.1090319282765074e-06, 5.272638306695019e-07, 1.3181550162786151e-07]",0.0,-92.09709592102293,2,PASS
VREX,0.001,declared_source_target_coupled_correlation,True,3.275269617578577e-05,2.4345578032328548,0.0,8.933731704547055,9.587321140386367,0.0,45.958484619757435,0.0,45.958484619757435,0.001407847138853449,13754.299782407154,3.910359004401914e-06,"[3.910359004401914e-06, 9.775892131659277e-07, 2.443978810683415e-07]",0.0,-91.91672664889938,2,PASS
VREX,0.01,declared_source_target_coupled_correlation,True,0.0003272519932391895,2.4317859886224493,0.0,8.933731704547055,9.586419412805125,0.0,45.950929762968656,0.0,45.950929762968656,0.0014078627383845874,13753.610497233552,3.7825482186951748e-06,"[3.7825482186951748e-06, 9.456368032757582e-07, 2.3640853489107015e-07]",0.0,-91.89943715820692,2,PASS
VREX,0.1,declared_source_target_coupled_correlation,True,0.0032453672419861493,2.4060617734372003,0.0,8.933731704547055,9.57764828513558,0.0,45.87761249809169,0.0,45.87761249809169,0.0014080171778269022,13746.764493862167,2.814918294686621e-06,"[2.814918294686621e-06, 7.037309666808606e-07, 1.759332373176202e-07]",0.0,-91.73134667376044,2,PASS
ERM,0.0,mechanism_defined_hidden,True,0.0,2.434868073239012,6.317102269586476,8.933731704547055,9.58742161620959,0.0,65.02091561847818,19.952890542207303,45.068025076270885,0.0014078454038041785,13754.376422834268,3.924875073044144e-06,"[3.924875073044144e-06, 9.812184470639522e-07, 2.4530424173759077e-07]",0.0,-90.1360501525417,2,PASS
L2,0.001,mechanism_defined_hidden,True,0.20335827453880156,2.4676209345734845,6.317102269586476,8.933731704547055,9.613157816778807,0.0,65.46345917392401,19.952890542207303,45.51056863171671,0.002407845403804176,8042.474653266678,3.4318963905067145e-06,"[3.4318963905067145e-06, 8.579742125421873e-07, 2.1449357673501746e-07]",0.0,-90.59137269181743,2,PASS
L2,0.01,mechanism_defined_hidden,True,0.6925008336809687,2.5334409866461653,6.317102269586476,8.933731704547055,9.687984040313667,0.0,67.22565814601673,19.952890542207303,47.27276760380943,0.011407845403804169,1698.308045322834,2.02493971928011e-06,"[2.02493971928011e-06, 5.06234640567882e-07, 1.265584239949583e-07]",0.0,-91.96998198063852,2,PASS
L2,0.1,mechanism_defined_hidden,True,1.188626162646545,2.235819733315813,6.317102269586476,8.933731704547055,9.426392928836794,0.0,67.01949361859715,19.952890542207303,47.06660307638985,0.10140784540380424,191.93816367534788,7.217057678176677e-07,"[7.217057678176677e-07, 1.8042731712401922e-07, 4.510482590882265e-08]",0.0,-87.30482832066966,2,PASS
IRMV1,0.001,mechanism_defined_hidden,True,0.00038946545397537284,2.4343865950134234,6.317102269586476,8.933731704547055,9.587095215537031,0.0,65.02102905488125,19.952890542207303,45.068138512673954,0.0014079202266173182,14326.724526709597,3.904798296766458e-06,"[3.904798296766458e-06, 9.761982283838863e-07, 2.4405181306442213e-07]",0.0,-90.13039590517302,2,PASS
IRMV1,0.01,mechanism_defined_hidden,True,0.0037063576056520623,2.4304507301635314,6.317102269586476,8.933731704547055,9.585924829388613,0.0,65.0350025939538,19.952890542207303,45.082112051746506,0.0014079456817422309,19689.635522109365,3.6810084500971e-06,"[3.6810084500971e-06, 9.202514873730473e-07, 2.3006378647103805e-07]",0.0,-90.11473809056523,2,PASS
IRMV1,0.1,mechanism_defined_hidden,True,0.03581597562920432,2.5014226243711675,6.317102269586476,8.933731704547055,9.596723186641517,0.0,65.33669169808074,19.952890542207303,45.38380115587344,0.0014028762671297482,76819.17864453713,2.109031928276508e-06,"[2.109031928276508e-06, 5.272638306695018e-07, 1.3181550162786151e-07]",0.0,-90.3678595251822,2,PASS
VREX,0.001,mechanism_defined_hidden,True,3.275269617578577e-05,2.4345578032328548,6.317102269586476,8.933731704547055,9.587321140386367,0.0,65.0202892853684,19.952890542207303,45.06739874316111,0.001407847138853449,13754.299782407154,3.9103590044019136e-06,"[3.9103590044019136e-06, 9.775892131659277e-07, 2.443978810683415e-07]",0.0,-90.13456207956641,2,PASS
VREX,0.01,mechanism_defined_hidden,True,0.0003272519932391895,2.431785988622449,6.317102269586476,8.933731704547055,9.586419412805125,0.0,65.0146692910335,19.952890542207303,45.0617787488262,0.0014078627383845874,13753.610497233552,3.7825482186951748e-06,"[3.7825482186951748e-06, 9.456368032757582e-07, 2.3640853489107015e-07]",0.0,-90.12120660960291,2,PASS
VREX,0.1,mechanism_defined_hidden,True,0.0032453672419861493,2.4060617734372003,6.317102269586476,8.933731704547055,9.577648285135577,0.0,64.960107758161,19.952890542207303,45.0072172159537,0.0014080171778269022,13746.764493862167,2.8149182946866214e-06,"[2.8149182946866214e-06, 7.037309666808607e-07, 1.759332373176202e-07]",0.0,-89.99123623375925,2,PASS
ERM,0.0,mechanism_defined_exposed,True,0.0,4.217315212577307,3.6471806958441486,10.315784808976277,11.685811093606286,1.6850372010022485e-15,74.14847017710062,6.650963514069099,67.49750666303152,0.0014078454038041785,13754.376422834268,1.3017405089734119e-05,"[1.3017405089734119e-05, 3.2543372342659058e-06, 8.135829572547007e-07]",0.0,-134.99501332606303,2,PASS
L2,0.001,mechanism_defined_exposed,True,0.20335827453880156,4.274044832501872,3.6471806958441486,10.315784808976277,11.73486477914354,1.6850372010022485e-15,74.85295827337552,6.650963514069099,68.20199475930642,0.002407845403804176,8042.474653266678,1.1382360881502308e-05,"[1.1382360881502308e-05, 2.8455801778253035e-06, 7.113931080411491e-07]",0.0,-136.11627127119672,2,PASS
L2,0.01,mechanism_defined_exposed,True,0.6925008336809687,4.388048506848584,3.6471806958441486,10.315784808976277,11.871170315137865,1.6850372010022485e-15,77.34739455018978,6.650963514069099,70.69643103612067,0.011407845403804169,1698.308045322834,6.715979946451795e-06,"[6.715979946451795e-06, 1.6789918208937645e-06, 4.1974718289709956e-07]",0.0,-139.29386294899564,2,PASS
L2,0.1,mechanism_defined_exposed,True,1.188626162646545,3.8725533746680876,3.6471806958441486,10.315784808976277,11.380024124094827,1.6850372010022485e-15,73.53729437219043,6.650963514069099,66.88633085812133,0.10140784540380424,191.93816367534788,2.3936295595023083e-06,"[2.3936295595023083e-06, 5.984076894523077e-07, 1.4960039771754625e-07]",0.0,-128.1087467926169,2,PASS
IRMV1,0.001,mechanism_defined_exposed,True,0.00038946545397537284,4.216469688868124,3.6471806958441486,10.315784808976277,11.685170899935802,1.6850372010022485e-15,74.14464708103054,6.650963514069099,67.49368356696144,0.0014079202266173182,14326.724526709597,1.3027991984355853e-05,"[1.3027991984355853e-05, 3.256983741980402e-06, 8.142444732412309e-07]",0.0,-134.98049915111767,2,PASS
IRMV1,0.01,mechanism_defined_exposed,True,0.0037063576056520623,4.208310660543527,3.6471806958441486,10.315784808976277,11.682040840812668,1.6850372010022485e-15,74.13755940149822,6.650963514069099,67.48659588742912,0.0014079456817422309,19689.635522109365,1.3119997660107404e-05,"[1.3119997660107404e-05, 3.279984311325194e-06, 8.19994324092515e-07]",0.0,-134.913051097517,2,PASS
IRMV1,0.1,mechanism_defined_exposed,True,0.03581597562920432,4.175723700575419,3.6471806958441486,10.315784808976277,11.678063962920175,1.6850372010022485e-15,74.34536834666035,6.650963514069099,67.69440483259125,0.0014028762671297482,76819.17864453713,1.3775321864262928e-05,"[1.3775321864262928e-05, 3.4438050888055578e-06, 8.60949208333882e-07]",0.0,-134.8793604891708,2,PASS
VREX,0.001,mechanism_defined_exposed,True,3.275269617578577e-05,4.216777605682323,3.6471806958441486,10.315784808976277,11.685581541853027,1.6850372010022485e-15,74.14614579449622,6.650963514069099,67.49518228042712,0.001407847138853449,13754.299782407154,1.3010095016936318e-05,"[1.3010095016936318e-05, 3.252510368484435e-06, 8.131268373457916e-07]",0.0,-134.98999796925375,2,PASS
VREX,0.01,mechanism_defined_exposed,True,0.0003272519932391895,4.211956582470514,3.6471806958441486,10.315784808976277,11.683520808525612,1.6850372010022485e-15,74.12528279426473,6.650963514069099,67.47431928019563,0.0014078627383845874,13753.610497233552,1.2944914058521256e-05,"[1.2944914058521256e-05, 3.236214434997367e-06, 8.090525420410135e-07]",0.0,-134.94497843944268,2,PASS
VREX,0.1,mechanism_defined_exposed,True,0.0032453672419861493,4.165435899117748,3.6471806958441486,10.315784808976277,11.663418725015468,1.6850372010022485e-15,73.92209704211976,6.650963514069099,67.27113352805065,0.0014080171778269022,13746.764493862167,1.2347989292383245e-05,"[1.2347989292383245e-05, 3.0869849660196395e-06, 7.717454844365104e-07]",0.0,-134.5062324631795,2,PASS
ERM,0.0,irrelevant_source_diversity,True,0.0,3.343422189109488,6.317102269586472,8.933731704547055,9.687717952899147,6.0015133603836455e-16,66.01339168174587,19.952890542207292,46.06050113953858,0.0014078454038041785,13754.376422834268,7.086625753208272e-05,"[2.4186262744249355e-06, 2.3524487232430854e-05, 7.086625753208272e-05]",0.0,-92.12100227907703,2,PASS
L2,0.001,irrelevant_source_diversity,True,0.20335827453880156,3.228813943541081,6.317102269586472,8.933731704547055,9.709901923956329,6.0015133603836455e-16,66.42614171210701,19.952890542207292,46.47325116989972,0.002407845403804176,8042.474653266678,6.955012795140865e-05,"[2.1946982135399307e-06, 2.3440423076902185e-05, 6.955012795140865e-05]",0.0,-92.49470979132983,2,PASS
L2,0.01,irrelevant_source_diversity,True,0.6925008336809687,3.1471493474141328,6.317102269586472,8.933731704547055,9.77965900105928,6.0015133603836455e-16,68.10560628604512,19.952890542207292,48.152715743837824,0.011407845403804169,1698.308045322834,6.852586953991801e-05,"[1.450769217561584e-06, 2.3137268658682963e-05, 6.852586953991801e-05]",0.0,-93.73994971766524,2,PASS
L2,0.1,irrelevant_source_diversity,True,1.188626162646545,3.187951969890015,6.317102269586472,8.933731704547055,9.550095123919553,6.0015133603836455e-16,68.10331035206843,19.952890542207292,48.15041980986114,0.10140784540380424,191.93816367534788,7.223891839019074e-05,"[8.07416777156925e-07, 2.423170101800108e-05, 7.223891839019074e-05]",0.0,-89.53571831592248,2,PASS
IRMV1,0.001,irrelevant_source_diversity,True,0.00038946545397537284,3.343272997441042,6.317102269586472,8.933731704547055,9.68734608270746,6.0015133603836455e-16,66.01306228922292,19.952890542207292,46.06017174701562,0.0014079202266173182,14326.724526709597,7.086966610273088e-05,"[2.4071398544058107e-06, 2.352556363605577e-05, 7.086966610273088e-05]",0.0,-92.1143977957866,2,PASS
IRMV1,0.01,irrelevant_source_diversity,True,0.0037063576056520623,3.3423047577672937,6.317102269586472,8.933731704547055,9.685810834673195,6.0015133603836455e-16,66.0233982804664,19.952890542207292,46.0705077382591,0.0014079456817422309,19689.635522109365,7.088937564181861e-05,"[2.280600284756943e-06, 2.3531809903548773e-05, 7.088937564181861e-05]",0.0,-92.0911308149851,2,PASS
IRMV1,0.1,irrelevant_source_diversity,True,0.03581597562920432,3.3383951869173702,6.317102269586472,8.933731704547055,9.693201067436444,6.0015133603836455e-16,66.29169247860797,19.952890542207292,46.33880193640068,0.0014028762671297482,76819.17864453713,6.944354440921177e-05,"[1.465233353523915e-06, 2.3055470802785882e-05, 6.944354440921177e-05]",0.0,-92.27646841812016,2,PASS
VREX,0.001,irrelevant_source_diversity,True,3.275269617578577e-05,3.343417993750186,6.317102269586472,8.933731704547055,9.687616907486937,6.0015133603836455e-16,66.01273957316978,19.952890542207292,46.05984903096249,0.001407847138853449,13754.299782407154,7.086929831938864e-05,"[2.410291780218867e-06, 2.3525481782354523e-05, 7.086929831938864e-05]",0.0,-92.11946475746849,2,PASS
VREX,0.01,irrelevant_source_diversity,True,0.0003272519932391895,3.3433802875638685,6.317102269586472,8.933731704547055,9.686709993294755,6.0015133603836455e-16,66.00688758453603,19.952890542207292,46.05399704232874,0.0014078627383845874,13753.610497233552,7.08964566127038e-05,"[2.3370707004933307e-06, 2.3534381676609225e-05, 7.08964566127038e-05]",0.0,-92.10566420103095,2,PASS
VREX,0.1,irrelevant_source_diversity,True,0.0032453672419861493,3.343008312194833,6.317102269586472,8.933731704547055,9.677881246051834,6.0015133603836455e-16,65.95000517490705,19.952890542207292,45.997114632699756,0.0014080171778269022,13746.764493862167,7.114811271420142e-05,"[1.7942053329102512e-06, 2.3618394025417105e-05, 7.114811271420142e-05]",0.0,-91.97123931226963,2,PASS
ERM,0.0,declared_source_target_coupled_correlation,True,0.0,2.8779200960961804,0.0,8.168352376732896,9.01244278794449,0.0,40.612062502986326,0.0,40.612062502986326,0.001783683799402742,11797.417114285556,4.7915032506687905e-06,"[4.7915032506687905e-06, 1.1978760421685038e-06, 2.9946735081893304e-07]",0.0,-81.22412500597268,3,PASS
L2,0.001,declared_source_target_coupled_correlation,True,0.14357746415245126,2.8951217303474404,0.0,8.168352376732896,9.036595255587525,0.0,40.85048140020871,0.0,40.85048140020871,0.0027836837994027453,7559.717014577184,4.363062752618182e-06,"[4.363062752618182e-06, 1.0907653313567033e-06, 2.726915118540436e-07]",0.0,-81.66005381330692,3,PASS
L2,0.01,declared_source_target_coupled_correlation,True,0.5849556351037603,3.018987093170616,0.0,8.168352376732896,9.168428934513104,0.0,42.31045030070113,0.0,42.31045030070113,0.011783683799402743,1786.6112278585458,3.0778336977586054e-06,"[3.0778336977586054e-06, 7.694592434764219e-07, 1.9236271319886704e-07]",0.0,-84.06008912721707,3,PASS
L2,0.1,declared_source_target_coupled_correlation,True,1.1287585803411855,3.0718432676761,0.0,8.168352376732896,9.216475406484085,0.0,43.50567509533106,0.0,43.50567509533106,0.10178368379940275,207.72348761925875,1.4928927796797248e-06,"[1.4928927796797248e-06, 3.732238799416899e-07, 9.330453558439068e-08]",0.0,-84.94341891832595,3,PASS
IRMV1,0.001,declared_source_target_coupled_correlation,True,0.0004034468105031354,2.8774973061800906,0.0,8.168352376732896,9.012056438842762,0.0,40.61110955950075,0.0,40.61110955950075,0.0017836786488838483,12344.685414728963,4.772796373881121e-06,"[4.772796373881121e-06, 1.1931993206330707e-06, 2.982974381794079e-07]",0.0,-81.21716125688728,3,PASS
IRMV1,0.01,declared_source_target_coupled_correlation,True,0.0038792906422990287,2.873819484807725,0.0,8.168352376732896,9.010719007302887,0.0,40.6183525893408,0.0,40.6183525893408,0.001783192751629312,17423.923581038733,4.565204389701686e-06,"[4.565204389701686e-06, 1.1413000233303877e-06, 2.853215163858876e-07]",0.0,-81.19305702856954,3,PASS
IRMV1,0.1,declared_source_target_coupled_correlation,True,0.03739079696813577,2.902158641530424,0.0,8.168352376732896,9.023632957479972,0.0,40.89421205667688,0.0,40.89421205667688,0.0017749531905565895,70473.98916124104,2.8062573078695233e-06,"[2.8062573078695233e-06, 7.015668215056689e-07, 1.753893770964097e-07]",0.0,-81.42595175131873,3,PASS
VREX,0.001,declared_source_target_coupled_correlation,True,3.5740942889031446e-05,2.8774859277301856,0.0,8.168352376732896,9.012270176726144,0.0,40.61064833627476,0.0,40.61064833627476,0.0017836882098598314,11797.356786285143,4.774024492679385e-06,"[4.774024492679385e-06, 1.1935062030534275e-06, 2.9837512665814e-07]",0.0,-81.22101373830753,3,PASS
VREX,0.01,declared_source_target_coupled_correlation,True,0.0003570340295975532,2.8736023267541437,0.0,8.168352376732896,9.010721587149705,0.0,40.59796370322262,0.0,40.59796370322262,0.0017837278459796912,11796.81455059466,4.621024484603355e-06,"[4.621024484603355e-06, 1.1552567701564708e-06, 2.888128123730648e-07]",0.0,-81.1931035211257,3,PASS
VREX,0.1,declared_source_target_coupled_correlation,True,0.0035333669276128477,2.837067414280898,0.0,8.168352376732896,8.995706593351624,0.0,40.475222711895505,0.0,40.475222711895505,0.0017841185590313075,11791.46204242485,3.556096560406606e-06,"[3.556096560406606e-06, 8.890261248214874e-07, 2.2225612951450464e-07]",0.0,-80.92273711366988,3,PASS
ERM,0.0,mechanism_defined_hidden,True,0.0,2.877920096096181,5.775897356709084,8.168352376732894,9.01244278794449,0.0,56.08239966046763,16.680495137619488,39.40190452284814,0.001783683799402742,11797.417114285556,4.7915032506687905e-06,"[4.7915032506687905e-06, 1.1978760421685038e-06, 2.9946735081893304e-07]",0.0,-78.80380904569623,3,PASS
L2,0.001,mechanism_defined_hidden,True,0.14357746415245126,2.89512173034744,5.775897356709084,8.168352376732894,9.036595255587523,0.0,56.34029066582558,16.680495137619488,39.65979552820609,0.0027836837994027453,7559.717014577184,4.363062752618182e-06,"[4.363062752618182e-06, 1.0907653313567035e-06, 2.7269151185404364e-07]",0.0,-79.22412249138156,3,PASS
L2,0.01,mechanism_defined_hidden,True,0.5849556351037603,3.018987093170616,5.775897356709084,8.168352376732894,9.168428934513106,0.0,57.856554925866455,16.680495137619488,41.17605978824697,0.011783683799402743,1786.6112278585458,3.077833697758605e-06,"[3.077833697758605e-06, 7.694592434764219e-07, 1.9236271319886704e-07]",0.0,-81.48616738998865,3,PASS
L2,0.1,mechanism_defined_hidden,True,1.1287585803411855,3.0718432676761003,5.775897356709084,8.168352376732894,9.216475406484083,0.0,59.3735720984683,16.680495137619488,42.69307696084881,0.10178368379940275,207.72348761925875,1.492892779679725e-06,"[1.492892779679725e-06, 3.732238799416898e-07, 9.330453558439068e-08]",0.0,-82.3051872396964,3,PASS
IRMV1,0.001,mechanism_defined_hidden,True,0.0004034468105031354,2.877497306180091,5.775897356709084,8.168352376732894,9.012056438842759,0.0,56.08203445840571,16.680495137619488,39.40153932078622,0.0017836786488838483,12344.685414728963,4.77279637388112e-06,"[4.77279637388112e-06, 1.1931993206330707e-06, 2.982974381794079e-07]",0.0,-78.79737256835591,3,PASS
IRMV1,0.01,mechanism_defined_hidden,True,0.0038792906422990287,2.8738194848077256,5.775897356709084,8.168352376732894,9.010719007302889,0.0,56.094551300309654,16.680495137619488,39.414056162690166,0.001783192751629312,17423.923581038733,4.565204389701686e-06,"[4.565204389701686e-06, 1.1413000233303877e-06, 2.853215163858876e-07]",0.0,-78.77983275076559,3,PASS
IRMV1,0.1,mechanism_defined_hidden,True,0.03739079696813577,2.902158641530423,5.775897356709084,8.168352376732894,9.02363295747997,0.0,56.40670531262846,16.680495137619488,39.72621017500897,0.0017749531905565895,70473.98916124104,2.8062573078695233e-06,"[2.8062573078695233e-06, 7.015668215056689e-07, 1.7538937709640966e-07]",0.0,-79.0622185615068,3,PASS
VREX,0.001,mechanism_defined_hidden,True,3.5740942889031446e-05,2.877485927730185,5.775897356709084,8.168352376732894,9.012270176726144,0.0,56.0813196950566,16.680495137619488,39.40082455743711,0.0017836882098598314,11797.356786285143,4.7740244926793855e-06,"[4.7740244926793855e-06, 1.1935062030534277e-06, 2.9837512665814e-07]",0.0,-78.80138035883024,3,PASS
VREX,0.01,mechanism_defined_hidden,True,0.0003570340295975532,2.8736023267541437,5.775897356709084,8.168352376732894,9.010721587149703,0.0,56.07163209648436,16.680495137619488,39.39113695886487,0.0017837278459796912,11796.81455059466,4.621024484603355e-06,"[4.621024484603355e-06, 1.1552567701564708e-06, 2.888128123730648e-07]",0.0,-78.77959130908505,3,PASS
VREX,0.1,mechanism_defined_hidden,True,0.0035333669276128477,2.8370674142808983,5.775897356709084,8.168352376732894,8.995706593351622,0.0,55.97783140633989,16.680495137619488,39.2973362687204,0.0017841185590313075,11791.46204242485,3.5560965604066063e-06,"[3.5560965604066063e-06, 8.890261248214874e-07, 2.222561295145046e-07]",0.0,-78.56832828297627,3,PASS
ERM,0.0,mechanism_defined_exposed,True,0.0,4.984703826562089,3.3347158937076378,9.432000887084914,11.236073768201878,8.331730758552357e-16,67.68208672159267,5.56016504587316,62.121921675719506,0.001783683799402742,11797.417114285556,1.589173844613902e-05,"[1.589173844613902e-05, 3.972909824038943e-06, 9.932242708590102e-07]",0.0,-124.24384335143885,3,PASS
L2,0.001,mechanism_defined_exposed,True,0.14357746415245126,5.01449793105849,3.3347158937076378,9.432000887084914,11.279207290105033,8.331730758552357e-16,68.19262370021032,5.56016504587316,62.63245865433716,0.0027836837994027453,7559.717014577184,1.4470730106140171e-05,"[1.4470730106140171e-05, 3.617664280782311e-06, 9.044133295760228e-07]",0.0,-125.20884495864041,3,PASS
L2,0.01,mechanism_defined_exposed,True,0.5849556351037603,5.229039032766183,3.3347158937076378,9.432000887084914,11.521854926884807,8.331730758552357e-16,71.08932251467586,5.56016504587316,65.5291574688027,0.011783683799402743,1786.6112278585458,1.0208053303034773e-05,"[1.0208053303034773e-05, 2.5520071287006956e-06, 6.380001943078672e-07]",0.0,-130.66829389825014,3,PASS
L2,0.1,mechanism_defined_exposed,True,1.1287585803411855,5.320588612503407,3.3347158937076378,9.432000887084914,11.61213755218365,8.331730758552357e-16,72.58907346041744,5.56016504587316,67.02890841454428,0.10178368379940275,207.72348761925875,4.951372406911195e-06,"[4.951372406911195e-06, 1.2378423328907537e-06, 3.094591193174174e-07]",0.0,-132.7202638814537,3,PASS
IRMV1,0.001,mechanism_defined_exposed,True,0.0004034468105031354,4.983963652439875,3.3347158937076378,9.432000887084914,11.235341393162292,8.331730758552357e-16,67.67739167349669,5.56016504587316,62.11722662762352,0.0017836786488838483,12344.685414728963,1.5905935937060093e-05,"[1.5905935937060093e-05, 3.976458996429185e-06, 9.941114451641288e-07]",0.0,-124.22770165961273,3,PASS
IRMV1,0.01,mechanism_defined_exposed,True,0.0038792906422990287,4.976709083262916,3.3347158937076378,9.432000887084914,11.231883898328103,8.331730758552357e-16,67.66735806572548,5.56016504587316,62.10719301985232,0.001783192751629312,17423.923581038733,1.603000195731428e-05,"[1.603000195731428e-05, 4.007474279646006e-06, 1.0018650491433991e-06]",0.0,-124.15497887371237,3,PASS
IRMV1,0.1,mechanism_defined_exposed,True,0.03739079696813577,4.927652677824291,3.3347158937076378,9.432000887084914,11.228197037354873,8.331730758552357e-16,67.87656581824939,5.56016504587316,62.31640077237623,0.0017749531905565895,70473.98916124104,1.693914754496876e-05,"[1.693914754496876e-05, 4.234743319105239e-06, 1.0586808768994135e-06]",0.0,-124.13095978980485,3,PASS
VREX,0.001,mechanism_defined_exposed,True,3.5740942889031446e-05,4.983951619896549,3.3347158937076378,9.432000887084914,11.235685616479788,8.331730758552357e-16,67.67818812507312,5.56016504587316,62.11802307919996,0.0017836882098598314,11797.356786285143,1.588070783783715e-05,"[1.588070783783715e-05, 3.970152250101916e-06, 9.925355972523539e-07]",0.0,-124.23560794959747,3,PASS
VREX,0.01,mechanism_defined_exposed,True,0.0003570340295975532,4.977204789368256,3.3347158937076378,9.432000887084914,11.232202247392102,8.331730758552357e-16,67.64320906859191,5.56016504587316,62.08304402271875,0.0017837278459796912,11796.81455059466,1.57823677986863e-05,"[1.57823677986863e-05, 3.945567308279187e-06, 9.863889118970849e-07]",0.0,-124.16171499200948,3,PASS
