seed,source_design,method,lambda,step,direction,fd_norm,ift_norm,cosine,relative_error,valid
0,mechanism_defined_exposed,L2,0.01,0.001,rho_hidden,4.015256996482857,4.0152048977829695,0.999999999967407,1.5282041995671193e-05,True
0,mechanism_defined_exposed,L2,0.01,0.0005,rho_source_1,2.0076040769472168,2.0076024488912294,0.9999999999998724,9.551216761677318e-07,True
0,mechanism_defined_exposed,L2,0.01,0.0005,rho_source_2,2.007604076946578,2.007602448891742,0.9999999999998727,9.551208091658566e-07,True
0,mechanism_defined_exposed,L2,0.01,0.0005,rho_hidden,4.015217922261213,4.0152048977829695,0.9999999999979632,3.8204896123155334e-06,True
0,mechanism_defined_exposed,L2,0.01,0.00025,rho_source_1,2.007602855910792,2.0076024488912294,0.9999999999999919,2.387823747868929e-07,True
0,mechanism_defined_exposed,L2,0.01,0.00025,rho_source_2,2.0076028558990995,2.007602448891742,0.9999999999999921,2.3877735213565127e-07,True
0,mechanism_defined_exposed,L2,0.01,0.00025,rho_hidden,4.015208153883134,4.0152048977829695,0.9999999999998727,9.551192183638343e-07,True
0,mechanism_defined_exposed,L2,0.1,0.001,rho_source_1,2.4375921683320874,2.4375869680931905,0.99999999999952,2.3476194622430356e-06,True
0,mechanism_defined_exposed,L2,0.1,0.001,rho_source_2,2.437592168332514,2.4375869680937816,0.99999999999952,2.3476193687601817e-06,True
0,mechanism_defined_exposed,L2,0.1,0.001,rho_hidden,4.875215538463397,4.8751739361869735,0.9999999999923188,9.390496906129774e-06,True
0,mechanism_defined_exposed,L2,0.1,0.0005,rho_source_1,2.437588268152984,2.4375869680931905,0.9999999999999701,5.869049777621488e-07,True
0,mechanism_defined_exposed,L2,0.1,0.0005,rho_source_2,2.4375882681523096,2.4375869680937816,0.9999999999999699,5.869046802834578e-07,True
0,mechanism_defined_exposed,L2,0.1,0.0005,rho_hidden,4.8751843366688306,4.8751739361869735,0.9999999999995198,2.3476195365869535e-06,True
0,mechanism_defined_exposed,L2,0.1,0.00025,rho_source_1,2.437587293110906,2.4375869680931905,0.999999999999998,1.467266136103992e-07,True
0,mechanism_defined_exposed,L2,0.1,0.00025,rho_source_2,2.4375872931017604,2.4375869680937816,0.999999999999998,1.4672371692188677e-07,True
0,mechanism_defined_exposed,L2,0.1,0.00025,rho_hidden,4.875176536299262,4.8751739361869735,0.9999999999999701,5.869039143080596e-07,True
0,mechanism_defined_exposed,IRMV1,0.001,0.001,rho_source_1,1.5838205367671174,1.5838137645028771,0.9999999999974373,4.838272358630617e-06,True
0,mechanism_defined_exposed,IRMV1,0.001,0.001,rho_source_2,1.59216082992185,1.5921540002386956,0.9999999999973899,4.8600684545341995e-06,True
0,mechanism_defined_exposed,IRMV1,0.001,0.001,rho_hidden,3.17600330791662,3.1759483802098285,0.9999999999567036,1.9639106421204663e-05,True
0,mechanism_defined_exposed,IRMV1,0.001,0.0005,rho_source_1,1.5838154575664911,1.5838137645028771,0.9999999999998398,1.2095688777805062e-06,True
0,mechanism_defined_exposed,IRMV1,0.001,0.0005,rho_source_2,1.592155707654332,1.5921540002386956,0.9999999999998369,1.2150158957464168e-06,True
0,mechanism_defined_exposed,IRMV1,0.001,0.0005,rho_hidden,3.175962111885673,3.1759483802098285,0.9999999999972939,4.909750550240039e-06,True
