seed,method,tangent,epsilon,response_norm,whitened_response_norm,retained_hessian_rank,hessian_min_eig,hessian_max_eig,hessian_condition,hessian_damping,whitening_identity_error,finite,response_rank,response_singular_max,response_singular_min,gram_disagreement_with_epsilon_pair,reparameterization_gram_disagreement
13,ERM,shared_label_noise,0.01,6.066431814974348,5.029649732786275,65,7.3768659341244436e-09,0.3361019587958851,45561619.50037891,7.188337547462964e-09,2.281719934531957e-13,True,5,5.036357052712541,0.3887106242435412,0.0959900434596236,1.0939148846240645e-11
13,ERM,common_source_color,0.01,6.066431814974348,2.1122104738287386,65,7.3768659341244436e-09,0.3361019587958851,45561619.50037891,7.188337547462964e-09,2.281719934531957e-13,True,5,5.036357052712541,0.3887106242435412,0.0959900434596236,1.0939148846240645e-11
13,ERM,antisymmetric_source_color,0.01,6.066431814974348,1.3051680480818926,65,7.3768659341244436e-09,0.3361019587958851,45561619.50037891,7.188337547462964e-09,2.281719934531957e-13,True,5,5.036357052712541,0.3887106242435412,0.0959900434596236,1.0939148846240645e-11
13,ERM,source_env0_color,0.02,5.855972722911581,1.5684069706231347,65,7.3768659341244436e-09,0.3361019587958851,45561619.50037891,7.188337547462964e-09,2.281719934531957e-13,True,5,4.9390613073914045,0.24116231822345505,0.0959900434596236,5.341988971720362e-12
13,ERM,source_env1_color,0.02,5.855972722911581,1.5201693556947276,65,7.3768659341244436e-09,0.3361019587958851,45561619.50037891,7.188337547462964e-09,2.281719934531957e-13,True,5,4.9390613073914045,0.24116231822345505,0.0959900434596236,5.341988971720362e-12
13,ERM,shared_label_noise,0.02,5.855972722911581,4.916289843926217,65,7.3768659341244436e-09,0.3361019587958851,45561619.50037891,7.188337547462964e-09,2.281719934531957e-13,True,5,4.9390613073914045,0.24116231822345505,0.0959900434596236,5.341988971720362e-12
13,ERM,common_source_color,0.02,5.855972722911581,2.0968202013850936,65,7.3768659341244436e-09,0.3361019587958851,45561619.50037891,7.188337547462964e-09,2.281719934531957e-13,True,5,4.9390613073914045,0.24116231822345505,0.0959900434596236,5.341988971720362e-12
13,ERM,antisymmetric_source_color,0.02,5.855972722911581,0.9772617098624193,65,7.3768659341244436e-09,0.3361019587958851,45561619.50037891,7.188337547462964e-09,2.281719934531957e-13,True,5,4.9390613073914045,0.24116231822345505,0.0959900434596236,5.341988971720362e-12
13,IRMv1,source_env0_color,0.01,3.250654926959442,1.1880131263283837,64,2.1543413919981174e-08,0.9950852892964462,46189767.92594235,2.1543413920035384e-08,8.605544121000129e-15,True,5,2.2943867233988997,0.21708207646293728,0.10834085122395958,8.441071388277869e-14
13,IRMv1,source_env1_color,0.01,3.250654926959442,1.1021290932694716,64,2.1543413919981174e-08,0.9950852892964462,46189767.92594235,2.1543413920035384e-08,8.605544121000129e-15,True,5,2.2943867233988997,0.21708207646293728,0.10834085122395958,8.441071388277869e-14
13,IRMv1,shared_label_noise,0.01,3.250654926959442,2.2885292068522958,64,2.1543413919981174e-08,0.9950852892964462,46189767.92594235,2.1543413920035384e-08,8.605544121000129e-15,True,5,2.2943867233988997,0.21708207646293728,0.10834085122395958,8.441071388277869e-14
13,IRMv1,common_source_color,0.01,3.250654926959442,1.405546052563551,64,2.1543413919981174e-08,0.9950852892964462,46189767.92594235,2.1543413920035384e-08,8.605544121000129e-15,True,5,2.2943867233988997,0.21708207646293728,0.10834085122395958,8.441071388277869e-14
