A_target_posthoc_only,E00_operator_norm,E0K_operator_norm,EC0_operator_norm,ECK_operator_norm,E_change_operator_norm,O_Pi_source_images_labels_only,Pi00_norm,Pi0K_norm,PiC0_norm,PiCK_norm,audit_mode,common_base_attribution_status,common_base_kind,direction,filtering_norm,interaction_norm,lambda,method,projection_dimension,representation_method,seed,sensing_norm,setting,symmetric_identity_residual
True,3.7322213353220546,NA,NA,3.717153032603682,-0.01506830271837245,True,1.0342250610432107,NA,NA,0.9730025224531499,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.001,L2,62,ERM,8,NA,source_only_common_projection_erm,NA
True,3.7322213353220546,NA,NA,3.6911198805943006,-0.04110145472775395,True,1.0342250610432107,NA,NA,0.8475784486216552,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.01,L2,62,ERM,8,NA,source_only_common_projection_erm,NA
True,3.7322213353220546,NA,NA,3.648795007592978,-0.08342632772907654,True,1.0342250610432107,NA,NA,0.6184716229753154,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.1,L2,62,ERM,8,NA,source_only_common_projection_erm,NA
True,3.7322213353220546,NA,NA,3.732212983286498,-8.352035556491444e-06,True,1.0342250610432107,NA,NA,1.0342060102405617,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.001,IRMV1,62,ERM,8,NA,source_only_common_projection_erm,NA
True,3.7322213353220546,NA,NA,3.732138554221649,-8.278110040560449e-05,True,1.0342250610432107,NA,NA,1.0340355277700128,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.01,IRMV1,62,ERM,8,NA,source_only_common_projection_erm,NA
True,3.7322213353220546,NA,NA,3.7314569518103666,-0.0007643835116879494,True,1.0342250610432107,NA,NA,1.032418478618303,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.1,IRMV1,62,ERM,8,NA,source_only_common_projection_erm,NA
True,3.7322213353220546,NA,NA,3.7322120004853785,-9.334836676089253e-06,True,1.0342250610432107,NA,NA,1.0342082844036624,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.001,VREX,62,ERM,8,NA,source_only_common_projection_erm,NA
True,3.7322213353220546,NA,NA,3.73212808763119,-9.324769086438423e-05,True,1.0342250610432107,NA,NA,1.034057887942819,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.01,VREX,62,ERM,8,NA,source_only_common_projection_erm,NA
True,3.7322213353220546,NA,NA,3.7312988798601405,-0.0009224554619140513,True,1.0342250610432107,NA,NA,1.032612441689622,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.1,VREX,62,ERM,8,NA,source_only_common_projection_erm,NA
True,3.533869363813496,NA,NA,3.533869363813496,0.0,True,1.0032635622554205,NA,NA,1.0032635622554205,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,neutral,NA,NA,0.0,L2,62,IRMv1,8,NA,source_only_common_projection_irmv1,NA
True,3.533869363813496,NA,NA,3.5372742801090737,0.00340491629557782,True,1.0032635622554205,NA,NA,0.9794958213397665,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,hurts,NA,NA,0.001,L2,62,IRMv1,8,NA,source_only_common_projection_irmv1,NA
True,3.533869363813496,NA,NA,3.536015359243135,0.0021459954296392247,True,1.0032635622554205,NA,NA,0.9501157428796624,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,hurts,NA,NA,0.01,L2,62,IRMv1,8,NA,source_only_common_projection_irmv1,NA
True,3.533869363813496,NA,NA,3.4957483771579017,-0.03812098665559427,True,1.0032635622554205,NA,NA,0.8690115003608775,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.1,L2,62,IRMv1,8,NA,source_only_common_projection_irmv1,NA
True,3.533869363813496,NA,NA,3.533860962791845,-8.401021650783491e-06,True,1.0032635622554205,NA,NA,1.0032479055368186,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.001,IRMV1,62,IRMv1,8,NA,source_only_common_projection_irmv1,NA
True,3.533869363813496,NA,NA,3.5337862651828136,-8.309863068234336e-05,True,1.0032635622554205,NA,NA,1.0031082699178444,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.01,IRMV1,62,IRMv1,8,NA,source_only_common_projection_irmv1,NA
True,3.533869363813496,NA,NA,3.5331165042440134,-0.0007528595694825668,True,1.0032635622554205,NA,NA,1.0018252569085941,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.1,IRMV1,62,IRMv1,8,NA,source_only_common_projection_irmv1,NA
True,3.533869363813496,NA,NA,3.53386058317823,-8.780635265992487e-06,True,1.0032635622554205,NA,NA,1.003249986383694,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.001,VREX,62,IRMv1,8,NA,source_only_common_projection_irmv1,NA
True,3.533869363813496,NA,NA,3.5337816805315008,-8.768328199515452e-05,True,1.0032635622554205,NA,NA,1.0031284356393428,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.01,VREX,62,IRMv1,8,NA,source_only_common_projection_irmv1,NA
True,3.533869363813496,NA,NA,3.533004787332372,-0.0008645764811237022,True,1.0032635622554205,NA,NA,1.0019752966881421,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.1,VREX,62,IRMv1,8,NA,source_only_common_projection_irmv1,NA
True,3.731181660532416,NA,NA,3.731181660532416,0.0,True,1.0475942163625147,NA,NA,1.0475942163625147,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,neutral,NA,NA,0.0,L2,64,ERM,9,NA,source_only_common_projection_erm,NA
True,3.731181660532416,NA,NA,3.7178507632400533,-0.01333089729236292,True,1.0475942163625147,NA,NA,1.0050790446276763,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.001,L2,64,ERM,9,NA,source_only_common_projection_erm,NA
True,3.731181660532416,NA,NA,3.7016359697172585,-0.029545690815157677,True,1.0475942163625147,NA,NA,0.9296792052442383,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.01,L2,64,ERM,9,NA,source_only_common_projection_erm,NA
True,3.731181660532416,NA,NA,3.673867061960758,-0.057314598571658326,True,1.0475942163625147,NA,NA,0.7101771592013421,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.1,L2,64,ERM,9,NA,source_only_common_projection_erm,NA
True,3.731181660532416,NA,NA,3.7311729095209434,-8.751011472796222e-06,True,1.0475942163625147,NA,NA,1.047574558297944,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.001,IRMV1,64,ERM,9,NA,source_only_common_projection_erm,NA
True,3.731181660532416,NA,NA,3.731094951368333,-8.670916408304308e-05,True,1.0475942163625147,NA,NA,1.0473986968086668,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.01,IRMV1,64,ERM,9,NA,source_only_common_projection_erm,NA
True,3.731181660532416,NA,NA,3.730383191850818,-0.0007984686815980524,True,1.0475942163625147,NA,NA,1.0457354348941972,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.1,IRMV1,64,ERM,9,NA,source_only_common_projection_erm,NA
True,3.731181660532416,NA,NA,3.7311719871059204,-9.673426495826476e-06,True,1.0475942163625147,NA,NA,1.0475769588367527,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.001,VREX,64,ERM,9,NA,source_only_common_projection_erm,NA
True,3.731181660532416,NA,NA,3.730226014560362,-0.0009556459720543309,True,1.0475942163625147,NA,NA,1.0459370116554623,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.1,VREX,64,ERM,9,NA,source_only_common_projection_erm,NA
True,3.49543038383985,NA,NA,3.49543038383985,0.0,True,0.996625583579864,NA,NA,0.996625583579864,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,neutral,NA,NA,0.0,L2,64,IRMv1,9,NA,source_only_common_projection_irmv1,NA
True,3.49543038383985,NA,NA,3.4921374188045156,-0.003292965035334383,True,0.996625583579864,NA,NA,0.9773271309051877,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.001,L2,64,IRMv1,9,NA,source_only_common_projection_irmv1,NA
True,3.49543038383985,NA,NA,3.4919457464237693,-0.003484637416080627,True,0.996625583579864,NA,NA,0.9554310180691888,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.01,L2,64,IRMv1,9,NA,source_only_common_projection_irmv1,NA
True,3.49543038383985,NA,NA,3.4764910770371573,-0.018939306802692624,True,0.996625583579864,NA,NA,0.9024727620110108,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.1,L2,64,IRMv1,9,NA,source_only_common_projection_irmv1,NA
True,3.49543038383985,NA,NA,3.4954222580689844,-8.12577086550803e-06,True,0.996625583579864,NA,NA,0.9966104908891404,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.001,IRMV1,64,IRMv1,9,NA,source_only_common_projection_irmv1,NA
True,3.49543038383985,NA,NA,3.495349995058219,-8.038878163096896e-05,True,0.996625583579864,NA,NA,0.9964758708076972,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.01,IRMV1,64,IRMv1,9,NA,source_only_common_projection_irmv1,NA
True,3.49543038383985,NA,NA,3.4947009790222685,-0.000729404817581436,True,0.996625583579864,NA,NA,0.9952377675311179,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.1,IRMV1,64,IRMv1,9,NA,source_only_common_projection_irmv1,NA
True,3.49543038383985,NA,NA,3.495421805885357,-8.577954492938744e-06,True,0.996625583579864,NA,NA,0.9966124264779959,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.001,VREX,64,IRMv1,9,NA,source_only_common_projection_irmv1,NA
True,3.49543038383985,NA,NA,3.495344725803652,-8.56580361978665e-05,True,0.996625583579864,NA,NA,0.9964946337418236,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.01,VREX,64,IRMv1,9,NA,source_only_common_projection_irmv1,NA
True,3.49543038383985,NA,NA,3.494585905060974,-0.0008444787788759456,True,0.996625583579864,NA,NA,0.9953780008764672,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.1,VREX,64,IRMv1,9,NA,source_only_common_projection_irmv1,NA
