method,seed,semantic_direction,alpha,local_response_acc_slope,local_response_loss_slope,finite_accuracy,finite_loss,accuracy_change,loss_change,base_accuracy,base_loss,target_posthoc,source_only_geometry
CORAL,10,source_color_common,0.1,-0.7015825094585204,1.0606821318828064,0.7790604990541473,0.4869388493115716,-0.07015825094585271,0.10606821318828086,0.84921875,0.38087063612329075,0.1058999970555305,True
CORAL,10,source_color_contrast,0.02,-5.551115123125783e-15,0.0,0.84921875,0.3808706361232908,0.0,5.551115123125783e-17,0.84921875,0.38087063612329075,0.1058999970555305,True
CORAL,10,source_color_contrast,0.05,-5.551115123125783e-15,0.0,0.84921875,0.38087063612329075,0.0,0.0,0.84921875,0.38087063612329075,0.1058999970555305,True
CORAL,10,source_color_contrast,0.1,-5.551115123125783e-15,0.0,0.8492187499999999,0.3808706361232908,-1.1102230246251565e-16,5.551115123125783e-17,0.84921875,0.38087063612329075,0.1058999970555305,True
CORAL,10,source_label_noise,0.02,-0.007812499999998446,0.35085168400255384,0.8490625,0.3878876698033419,-0.00015624999999996891,0.007017033680051132,0.84921875,0.38087063612329075,0.1058999970555305,True
CORAL,10,source_label_noise,0.05,-0.007812499999998446,0.35085168400255384,0.8488281249999999,0.39841322032341847,-0.0003906250000000888,0.01754258420012772,0.84921875,0.38087063612329075,0.1058999970555305,True
CORAL,10,source_label_noise,0.1,-0.007812499999998446,0.35085168400255384,0.8484375,0.41595580452354625,-0.0007812500000000666,0.035085168400255495,0.84921875,0.38087063612329075,0.1058999970555305,True
IRMv1,10,source_color_common,0.02,0.03728883416413975,0.017781193311283694,0.6009410891832826,0.6490425847847563,0.0007457766832824619,0.0003556238662256739,0.6001953125000001,0.6486869609185306,0.6539999842643738,True
IRMv1,10,source_color_common,0.05,0.03728883416413975,0.017781193311283694,0.6020597542082067,0.649576020584095,0.0018644417082065434,0.0008890596655644067,0.6001953125000001,0.6486869609185306,0.6539999842643738,True
IRMv1,10,source_color_common,0.1,0.03728883416413975,0.017781193311283694,0.6039241959164133,0.6504650802496598,0.003728883416413198,0.0017781193311291466,0.6001953125000001,0.6486869609185306,0.6539999842643738,True
IRMv1,10,source_color_contrast,0.02,0.0,0.0,0.6001953125,0.6486869609185305,-1.1102230246251565e-16,-1.1102230246251565e-16,0.6001953125000001,0.6486869609185306,0.6539999842643738,True
IRMv1,10,source_color_contrast,0.05,0.0,0.0,0.6001953125000001,0.6486869609185304,0.0,-2.220446049250313e-16,0.6001953125000001,0.6486869609185306,0.6539999842643738,True
IRMv1,10,source_color_contrast,0.1,0.0,0.0,0.6001953124999999,0.6486869609185305,-2.220446049250313e-16,-1.1102230246251565e-16,0.6001953125000001,0.6486869609185306,0.6539999842643738,True
